"points" "reviews"
"773" "8" "교훈을 주거나 발상의 참신함으로 놀라움을 주거나 엄청난 영상이 담겨야만 훌륭한 영화는 아니라고 본다. 영화를 통해 얻을수 있는 여러감정들중 즐거움과 유머도 매우 중요한 부분~어설프게 감동코드안넣고 처음부터 끝까지 웃음으로 충실하게 짜여진 영화로는 최고  "
"774" "10" "띵작 개띵작 존잼인정합니다 꼭 보세요ㅠㅠㅠ  "
"775" "1" "노잼입니다... 웃기지도않고, 유치합니다.. 티비로 떠도 안볼 영화.이거 볼바에, 주유소습격사건을 다시보겠습니다.  "
"776" "10" "정말 재미있게 잘 봤어요  "
"777" "9" "관람객재밌어요 볼만함 꿀잼!  "
"778" "10" "역대급 코미디 진짜 처음부터 끝까지 내용전개며 대사 애드리브 모두 최고 평점 수준 완벽에 가까운 영화 우리나라 영화사의 한 획을 그었다  "
"779" "10" "관람객간만에본영화가 진짜재미있었네요  "
"780" "10" "웃을일 없는 요즘 웃음을 주는 영화라 좋은 평점을 주고싶네요. 역대 흥행 1위가 될듯한데..개인적으로 인생에 도움이 되는 영화나 명작 까진 아니지만 많이 웃을 수 있다는 점에서 추천합니다! 이런 코메디 영화 많이 나왔으면 좋겠네요!  "
"781" "8" "이정도면 볼만은 합니당  "
"782" "10" "간만에 나온 한국코메디  "
"783" "10" "처음부터 끝까지 재미 있어요.  "
"784" "7" "관람객가볍게 볼만하닭먹고싶닭  "
"785" "7" "소소한웃음~~  개그영화~~  약간억지웃음  "
"786" "4" "돈도 시간도 아까웠다. 이런게 1300만 영화라니. 차라리 예전  색즉시공이 훨 재밌다.  "
"787" "10" "첨부터 끝까지 루즈함 전혀없고 기분좋은 웃음만 나왔다.정말 재밌게 잘 만든영화!!!  "
"788" "7" "완벽한 타인보단 덜 웃김  "
"789" "2" "유치한것들 진짜많네. 이게 재밌다고? ㅋㅋㅋ 천만을 찍네. 어처구니 없다.  "
"790" "10" "관람객촘촘하고 짜임새 있는 스토리로 진짜웃음을 웃게 하는 영화. 감독의 완벽한 배우캐스팅에 박수. 웰메이드란 이런것.  "
"791" "1" "웃음 그냐 빵빵터지는 사람인데 이 영화 개노잼이에요 절대 돈주고 보지마세요  "
"792" "6" "생각없이 웃기엔 좋은 영화 그러나 영화적 완성도는 조금 실망  "
"793" "10" "관람객각 배우들의 연기하는 모습이 모두 눈에 들어오고 이건 진짜 웃기려고 만든영화라고 광고하는게 거짓이 아니었구나를 느꼈어요!  "
"794" "10" "그냥 두말할것 없이 perfect한 영화 였습니다 진선규님 앞으로 승승장구 하세용  "
"795" "2" "9점은 좀 오바스옵다 ... 한 7.9점이 적당할듯  "
"796" "8" "최근 10년간 본 코미디영화중에 최고였어요. 안아프다는 장면에서 웃다가 울뻔함.  "
"797" "6" "최근 나온 한국 코미디영화치고는 재밌었음. 근데 약간 억지인 것도 많았고 웃음코드 다르면 그냥 그럴수도. 그치만 이하늬 진선규 커플은 웃겼음  "
"798" "8" "관람객간만에  재미있게 영화보고 왔네요~~^^심야영화~~만세~ㅋㅋ  "
"799" "1" "웃기라고 만든장면인데 하나도 안웃겨서 머쓱타드....평점 믿지마세여..  "
"800" "10" "재미있게잘봤습니다.  "
"801" "10" "관람객다들 연기를 너무 능청스럽게 질하시고 웃으면서 잘봤습니다 아무생각없이보기너무 좋았어요 속 시원한 대사도 한몫한거 같아요 처음 영화 시작부터 웃었네요~  "
"802" "10" "관람객재밋게 봤습니다 굿굿굿  "
"803" "10" "솔직히 처음부터 끝까지 웃기고 두번봐도 재밌다  "
"804" "10" "우울할 때 그냥 웃으면서 볼 수 있는 영화!!!시간 가는줄 모르고 계속 웃으면서 재미있게 봤어요!  "
"805" "1" "누가 봄 이하늬 말고 극혐  "
"806" "4" "진짜유치하고 뭐가 잼있지?  "
"807" "10" "잘 봤어요 저는 염력도 재밈ㅅ던디  "
"808" "10" "관람객다들 연기파 알짜배기들만 모아놨네오  "
"809" "8" "관람객편히 웃고 즐길 수 있는 영화  "
"810" "8" "관람객기노도노사ㅡ조도속ㆍ나  "
"811" "10" "코믹하면서도 군더더기 억지웃음 짜내기없이 정말 장면마다 폭소가 터져나오게 하는 너무 즐거운 영화에요! 구성과 대사가 탄탄한데,배우분들 연기력이 더해져서 제대로 된 코믹영화 한 편이 만들어졌네요~  "
"812" "10" "관람객아무생각없이 봤는데 생각없이 웃다가 나왔네요. 진짜 재밋습니다!!  "
"813" "10" "관람객이병헌감독의 스타일이 너무 좋다  전작인 스물과 바람바람바람도 좋으시 보시기를  "
"814" "1" "1400만이라해서 기대했는데 일반영화 개그보다 덜 웃기네요 지인들은 다 잼있다던데..어디가 웃긴건지 몰겠네요  "
"815" "1" "알바가 이리 많으니 정치단체에서도 알바를 쓰겠지 ㅋㅋㅋ  "
"816" "10" "관람객거짓말 같지만 재미있었다  "
"817" "9" "관람객재미있게 봤어요~! 기대안하고 봤다가 재밌어서 두번봤어요  "
"818" "10" "관람객아무생각없이 실컷 웃고 나왔습니다. ㅇㅁㅂ 별거아닌듯 별거인 ㅋㅋㅋ  "
"819" "4" "기대를 한건가..생각보다 그냥그럼..나랑은 유머코드가 안맞는듯. 약간 중간중간에 지루하기도 하고 재밌는부분도 있긴했음..근데 그닥..감동있는 영화는 아닌듯  "
"820" "8" "관람객간만에 아무생각없이 웃고 옷고 했네요  "
"821" "10" "관람객가족끼리 웃으며 볼수있는 재미있는 영화!  "
"822" "8" "관람객너무 큰 기대를 했나보오  "
"823" "9" "관람객코믹대박,치킨집앞싸움장면 끔찍  "
"824" "1" "재미없다아~~~~왜 천만인지...웃음코드 안맞아!!!  "
"825" "8" "관람객잼나게 웃다왔어요.,.,  "
"826" "8" "관람객처음부터 끝까지 신나게 웃으며 봤어요~~^^  "
"827" "6" "천만 영화급인지는 모르겠고 시기는 참 잘 잡은듯  생각없이 보기 좋은 영화.  "
"828" "2" "Tv에서  그냥 해줘도  안볼듯한 영화  "
"829" "4" "참 거시기 하네요나도 만들겠다너무 성의없다배우님들 고생많았어요특히 하늬님  "
"830" "10" "즐겁게 웃으면서 영화관람하고 싶어서 코미디장르를 줄곧 보곤 했지만 항상 실패해왔었는데 이렇게 영화 처음부터 끝까지 웃으면서 본건 처음이에요 영화가 끝났는데도 한참을 웃다 일어났습니다ㅎㅎ삶에 활력을 줬어요 좋은 영화, 좋은 연기 모든게 완벽했습니다!!  "
"831" "10" "관람객부담없이 웃다만 나올 수 있던 영화였어요  "
"832" "10" "2000만명 가즈아.  "
"833" "8" "관람객재미나게보고 한바탕 웃었네요  "
"834" "1" "0점주고싶은데 안되네요.  "
"835" "10" "짱재밋다 ㅜㅜ 보기싫어서 버티다가 남친한테 끌려가듯 봤는데 보길잘했다!  "
"836" "10" "짱재밋다 ㅜㅜ 보기싫어서 버티다가 남친한테 끌려가듯 봤는데 보길잘했다!  "
"837" "10" "영화 보는 동안 재미있게 잘 봤습니다.  아무 생각 없이 예매했다가 많이 웃고 나왔습니다^^  "
"838" "8" "관람객끝까지 웃으면서 보았습니다 !  "
"839" "10" "1500만 가즈아!!  "
"840" "10" "개꿀잼 ㅋㅋㅋ 영화관 나오고서도 지금도 재밋음 ㅋㅋ  "
"841" "10" "최고의 영화입니다:)  "
"842" "8" "관람객무조건 치킨이 먹고 싶어진다  ㅋ  "
"843" "10" "최고의 코미디 영화예요.  "
"844" "6" "나는 그냥 그렇구 의외로 액션신이 많아 전형적 액션코믹느낌남편은 그냥 가볍게 보기 좋다며 웃고본영화남녀차이일까..  "
"845" "10" "영화보면서 그렇게 웃은 적 처음이네요ㅠㅠㅠㅠ 너무 재밌습니다 ㅠㅠ  "
"846" "10" "믿고보는 진선규!너무 웃어서 광대뼈가 아파요 ㅋㅋ  "
"847" "2" "이게 왜 천만?  오돤ㅎ아아고  "
"848" "8" "주유소 습격사건. 시실리 이후로 오랫만에 코믹영화였습니다  "
"849" "9" "관람객통쾌하고 유쾌하고 재밌습니다  "
"850" "9" "관람객간만에 나에게 웃음을 선사한 배우들에게 고맙다는표시로9점 드려요  "
"851" "8" "진짜 재밌어요 &#39;아무&#39;생각 없이 보면 종종 웃음이 나오는 영화! 웃기는데 중점을 두어 내용은 예측 가능해요.  "
"852" "6" "재미있긴 하지만  영화관에서 이 영화만  너무 많이틀어주니까 다른영화들이  관람객수를  못따라가는 것 같다.  "
"853" "10" "관람객아무생각없이 보기 좋아요  "
"854" "8" "관람객재미는 있었는데 천만관객 끌정도였나? 글쎄..  "
"855" "10" "관람객그냥 쭉 재미있었음 상상이상의 재미  "
"856" "4" "타이밍 좋게 개봉한 영화 그 이상 그 이하도 아님. 볼만한 영화가 없는 상황에 1000만 돌파는 가능할지 모르겠으나, 9점대인 것에 대해서는 한국인의 안목을 의심하지 않을 수 없다. 9.23보다 낮은 영화는 뭐가있을까? 대표적으로 인셉션, 그만알아보자  "
"857" "1" "말 장난만 많고 재미가 없던데...  "
"858" "10" "역대긒 코메디 인생 최고 웃김  "
"859" "10" "넘 재미있고 내용두 재미있게 보고 왔습니다  "
"860" "10" "잼씀 ㅠㅠ 영화 잘 안 보는데 넘재밌었네요ㅋㅋ 메이즈러너 다음으로 영화관 가서 봄,,0  "
"861" "10" "최근 본 영화 중 잴 웃겼다  그냥 소소하게 계속 웃음포인트가있어서 아무 생각 없이 편하게 웃고나올수 있는 영화.  "
"862" "2" "처음부터 끝까지 욕이 나오고 별로 웃기지도 않고 재미없었다. 요즘은 이런걸 좋아하나??  "
"863" "10" "관람객계속 빵빵 터지는 재밌는 영화  "
"864" "10" "관람객처음부터 끝날때까지 웃음이 끊이지 않는 영화  "
"865" "10" "재밌어요.안본사람빨리보세요ㅋㅋ 마형사 빠져봅시다  "
"866" "8" "가볍게 볼만한 오락영화로는 괜찮은듯천오백만은 물론 천만 찍을 영화도 아닌거같은데거 참 알다가도 모르겠네  "
"867" "10" "본것중최고  역대최고임  "
"868" "1" "아무생각없이 보는영화  "
"869" "10" "관람객진짜 역대급으로 재밌게 봤어요ㅋㅋㅋ  "
"870" "9" "관람객영화 보는 내내 계속 웃기만했어요 ㅎㅎ 추천합니다  "
"871" "10" "헐 대박 역대 2위 ㅊㅊ  "
"872" "1" "돈7천원이 아까운 영화 ,  "
"873" "10" "신파 없고 연기도 좋고 생각을 해도,하지 않아도 재밌는 오랜만에 한국 영화의 수작  "
"874" "10" "관람객진심 꿀잼이에용~!~! 싸우는 영화 별로 안좋으하는데 재밌네여  "
"875" "10" "혹여 맹장수술등 여타 수술하시고 며칠 안되신분들은 주의 요망합니다  "
"876" "1" "내인생 첫 평점. 예고편보다 재미없는 영화는 처음. 진짜 잘만든 예고편이 천만 영화를 만들다니 놀랍다. 그리고 이걸 보고 난 후에도 재밌다고 평점을 남긴 자들이 너무나 부러움  "
"877" "10" "정말 대박입니다. 힐링영화네요 너무웃겨요 다들 연기도 짱입니다!!!  "
"878" "10" "5형사....처음부터 끝까지 너무 재미있었고,반전있었던 평점 듬뿍 주고 싶은 영화.웃음에 생긴 갈증을 확 풀어 주었네요배우들의 연기도 별 5개  "
"879" "10" "완전잼나용짱짱..웃기는영화  "
"880" "10" "아무것도 준비 못한 결혼 기념일에 생명의 은인임^^  "
"881" "10" "넘 재밌어ㅠ 진짜진짜 용 완전  "
"882" "1" "한국영화 수준이 넘 낮아여  "
"883" "10" "억지 스토리가 없는 종합 예술의 순수성이 돋보임~  "
"884" "10" "가족들과 즐겁운 시간 보냈습니다.빵빵 터지는 웃음! !  "
"885" "10" "진짜 너무 재미있다. 진선규님 존경합니당ㅋㅋㅋ  "
"886" "6" "관람객개그코드가 안맞는 슬픔ㅠ그래도 생각없이 재밌게 보긴 좋아요  "
"887" "10" "내가 지금까지 본 영화중 가장웃기다  "
"888" "10" "관람객육성으로 빵빵 터진영화는 처음봅니다  "
"889" "1" "흠 이게 천만돌파급 영화는 아닌데;; 범죄도시나 내부자들 이런게 훨씬 재밌구먼 뭐 때문에?  "
"890" "2" "뻔한 스토리 + 어색한 연출 + 억지전개 그 외에 억지 웃음 요소들인데그냥 솔직히.. ocn이나 디비디로 풀리면 싼 값에 한 번 볼 정도... 평점 너무 높네요 한 7.5정도가 적당할 듯  "
"891" "10" "성공요인이 확실하게 있는 영화  "
"892" "7" "뻔한 개그 ...그래도 그럭저럭 웃으며 볼만하네요  "
"893" "10" "관람객보는 내내 재밌었어요~  "
"894" "6" "보는 내내 치킨 먹고 싶단 생각만 들었다 제값 주고 볼 영화는 아닌듯  "
"895" "10" "관람객잠시나마 즐겁운 하루를 만들수있었다  "
"896" "1" "재밌긴 한데 그닥 여운이 남진 않음 .. 비추천 합니다  "
"897" "10" "가족들끼리 설에 봤는데 넘넘 재미있었어요!!!^^  "
"898" "10" "간만에 즐겁게본 한국 코미디  영화. 최고 입니다.  "
"899" "10" "ㅆ완전 추천...너무 재밌어요 특히 배우분들 연기 너무 잘해요ㅠㅠㅠ  "
"900" "6" "평점이 9.23이고 1400만명이 넘게 볼 영화인가? 하면 그건 절대아님 그냥 적당한 코미디영화인데 시기를 기가막히게탔고 언플도 잘했지  "
"901" "10" "ㅎㅎ남들 다봐시다길래 저도 오늘봤습니다재밌네요~^^ 시간금방지나갔습니다  "
"902" "10" "관람객정말 재밌었어요!!!  "
"903" "10" "관람객너어무 재미있게 봤어요.  "
"904" "9" "관람객배우들 연기력이 탄탄해서 가능했던 비급코메디물  "
"905" "10" "관람객웃으면서 힐링이 됐습니다  "
"906" "10" "너희 범인 마을버스가 잡았다며. 아니거든! 시내버스가 잡았어. ㅋ  "
"907" "10" "광주점 마작씬- 너중국어 할줄아니? @.@  "
"908" "6" "관람객기대를 안하고 봤다면 굿~그러나 기대를 너무 하고 봐서인지 그냥 쏘쏘~  "
"909" "6" "스물 기대하고갔는데 실망함  "
"910" "10" "난 고3인데 별 생각 없이 네번봄  "
"911" "2" "억지 웃음과 과한 욕설이 거북하고 부자연스럽습니다. 좋은 평가보고 보러갔다가 실망.  "
"912" "10" "관람객두번봤어요 너무재밌어  "
"913" "3" "알리타 순식간에 내렸길래 1400만 영화가 어떤지 봤더니.. 이게 1400만이라니 감독은 로또 당첨을 10번 받을 운을 다 쓴 게 아닌 가 싶다.. 매년 양산되는 B급영화 수준에서 벗어나지 못한 유치하기 그지없는 영화. 예고편이 전부였다.. 기적인가.  "
"914" "10" "그냥 웃으면서기분좋게본영화에요!  "
"915" "10" "어제 봤는데 시작부터 거의 끝까지 웃고 나왔네요. 한국영화 중에서 ,7번방의 선물, 설국열차, 변호인, 명량 다음으로 잘본 영화라고 해도 손색이 없을 정도입니다. 류승룡씨도 작년의 염력의 쓴맛에서 벗어나 드디어 대성공한 영화인듯 합니다.  "
"916" "10" "지금까지 이렇게 웃어본 한국 코미디는  없었다! 폭소 점수 만점  "
"917" "9" "와~~한번더봐야겠는데요?!첨부터끝까지웃으면서봤습니당!  "
"918" "10" "완전 꿀잼!!!!마지막까지 해피 바이러스♡  "
"919" "10" "역대1위하시길 너무잼있어요배우들도다좋고  "
"920" "1" "그냥 별로임. 다운받아 볼정도  "
"921" "6" "보기싫었는데 여자친구가 보자고해서 봤음, 웃음포인트 호불호가 좀 갈리며 스토리는 크게 없지만 배우들의 케미가 좋아서 킬링타임 오락영화로 좋음  "
"922" "9" "관람객정말 적절한 배우 캐스팅 , 가볍게 웃고 즐길수 있는 영화 ㅎㅎㅎㅎ  "
"923" "10" "드디어 부활한 한국 정통 코메디 영화!오랜만에 극장에서 시간가는줄 모르고 웃었어요~  "
"924" "1" "안 봤는데 재미없음...  "
"925" "6" "전반까지 신선하게 엄청 웃기고 후반에 가서는 뻔한 내용이 액션으로 늘어져서 아쉬웠다.  뭔가 분량을 맞춘다는 느낌...  그래도 전반에 엄청 웃겨줘서 용서가 되었다.  소상공인 대변하는 류승룡 대사가 감독의 메세지였겠지  "
"926" "3" "웃고 까먹기 좋은 영화입니다 재밌긴 했어요  "
"927" "10" "이게 코미디 영화다.이게 코미디 영화다.  "
"928" "1" "네 심폐소생술 실패했구요 지금 코마상태에 빠졋습니다 개잡소리마세요  "
"929" "9" "관람객부담없이 보기 좋았어요  "
"930" "10" "걍 ㅈㄴ재밌다 웃길라 작정했음  "
"931" "10" "지루할틈이 없는 영화였음!졸잼  "
"932" "10" "근래 나온 코믹영화 중에 가장 영화다웠음  "
"933" "10" "세상 살기 개 힘든 와중에 간만에 웃기고 재밌고 대박인 영화다  끝날때까지 웃기고 웃기고 또 웃기당  "
"934" "10" "너무너무 재밌었어요 ㅎㅎㅎ 다들 캐릭터에 완전 녹아들고 연기 진짜 잘했어요 스토리도 재밌고!! 또 보고 싶네용  "
"935" "8" "관람객재밌게 잘봤습니다~~  "
"936" "10" "야 진짜 개웃김 영화관에 관객들 다꽉찼는데 관객들이 다웃고 난리남 ㅋㅋㅋ  "
"937" "10" "내배꼽 ㅜㅜㅠ ㅋㅋㅋ VOD나오면 소장각  "
"938" "10" "관람객약빨고 만든듯 개굴잼ㅋㅋ  "
"939" "2" "진짜 한번도 안 웃음 나만 노잼인줄 알았는데 극장에 있던 다른 사람들도 한명도 안웃더라 전개도 뻔하고 그냥 시간아까움  "
"940" "10" "너무재밌었습니다!!!  "
"941" "10" "초등아들이랑 봤는데너무너무 잼있어요..^^~  "
"942" "2" "그냥 명절맞이해서 가족끼리 삼삼오오 가볍게 볼만한 영화지 솔까 천만이 넘을 영화는 아니다.  진짜 명절연휴맞아 이렇게 볼게 없는때가 있었나 싶었다.  "
"943" "10" "쏴아.. 쏴.... ㅋㅋ  "
"944" "8" "관람객영화~편하게 보고 웃고 나왔습니다ㆍ  "
"945" "10" "그냥 볼게 없어서 극한직업을 봣는데.. 의외로 핵잼.. 정말 기대 없이 본영 화라 더 재미 잇었음..  "
"946" "10" "굳굳 잼네 잘만듦 추천함  "
"947" "10" "진짜 너무 재밌당 형사가 꿈 되게 생겼다 ㅠ  "
"948" "10" "관람객참 우울한 날이었는데 박장대소로 가족모두 즐거웠습니다.  "
"949" "10" "관람객천만전에 보고서 한번 더 보았어요~~~^^  "
"950" "10" "관람객이보다 더 잼있을수없다 코믹의 끝판왕  "
"951" "10" "작정하고 웃기라고 만들었네. 성공함.  "
"952" "10" "첫부터끝까지웃었다..꿀잼진짜강추강추  "
"953" "6" "그저 그랬음   별로 재미엄음약간만 재밌음  "
"954" "10" "관람객지루하지않고 재미있어요  "
"955" "8" "아주 웃기고 재미있음. 다만, 배우들의 욕설과 폭력이 난무해 힘들었음 아주 웃음영화네요  "
"956" "6" "관람객생각한 만큼 그렇게까지 재밌는지는 잘 모르겠다.  "
"957" "10" "넘 잼있었어요..&#34;큰절받아랏 OOO야&#34; ㅋㅋㅋ  "
"958" "10" "관람객홓보영상 나왔을때부터 넘나 기다리다 본 영화 ㅋㅋ 일년정도 통틀어 젤 잘 본 영화. 지루할 틈 없이 마무리까지 깔끔!  "
"959" "6" "영화는 볼만합니다. 다만 개인적으로 1500만 들 정도의 영화는 아닌거 같네요. 500만 정도가 적당한듯...  "
"960" "10" "진짜 아무생각없이 깔깔대다가 나올수있는 영화예고편도 다 찾아보고 기대도 엄청하고 갔는데도 후회없을만큼 너무 재밌게 잘보고 왔어요 깊이 생각 안하고 말그대로 코미디 영화중엔 진짜 최고인것같아요 모든배우가 다 멋지고 연기력 진짜.. 말이 필요없죠 짱  "
"961" "8" "관람객기대없이봤는데 편히 웃으면서보고 나왓네요~~ㅎ  "
"962" "8" "웬만한 코미디보다 탄탄한 대사발이 있음. 그나저나 영화 끝나고 나오는데 한 60,70대로 보이는 부부가 하는 말. 이병헌이 감독이네? ㅋㅋㅋ  "
"963" "10" "관람객천만영화 괜히 천만이 아닙니다  "
"964" "8" "관람객오랜만에 기분 전환겸 가볍게 활짝 웃을수 있는 영화였어요..남편이랑 둘이 얼마나 웃었던지ㅋㅋㅋㅋ오래전 코미디 보는거 같앗음~  "
"965" "8" "이렇게 까지 인기가 잇을 줄이야...  "
"966" "10" "관람객꿀잼 치킨만 생각나는 영화 치킨먹고싶다  "
"967" "8" "관람객할머니 할아버지, 엄마 아빠, 청소년 모두가 함께 보면서 웃고 나오던 순간이 더좋았어요  "
"968" "10" "치킨&휴먼 버디  무비...ㅋㅋ  "
"969" "6" "좀 웃기고 볼만은 한데, 그냥 집에서 티비로 보세요 그럼 진짜 배잡고 볼 듯. 스크린으로 볼 정도 아니에요. 억지스럽게 웃긴 장면도 많았음.  "
"970" "10" "관람객최고,,♥?♥?♥?  "
"971" "10" "관람객코미디 영화가 어떤 것인지 제대로 알려준 영화, 그와중에 이하늬 미모 실화냐... 반해버림ㅎ  "
"972" "2" "왜 1400만인지 도저히 이해가 안되는 상황 ㅋ  "
"973" "10" "관람객빵빵하게 웃음주는 영화  "
"974" "1" "볼게없어서보눈데 1400만영화는 절대아닌듯 운이좋았던거같네요 연휴때는 다른영화보고싶어도 이걸로도베돼있으니 딴걸볼수가없네 다양한영화를 접근할수있으면  "
"975" "1" "이게 무슨 천만 너무 유치라고 사람들 영화 중간에 웃는거 이해안가고 그냥 유치함  "
"976" "1" "그냥 만날 보던 류승룡 나오는 한국 코미디 영화 그거임  "
"977" "10" "진짜 2시간 내내 웃었어요 너무 재밌어요 진짜  "
"978" "10" "관람객두번째봤어요^^너무잼있어요  "
"979" "10" "오랜만에 영화봤는데 남편이랑 보는 내내 계속 웃으면서 봤어요 ~!  "
"980" "9" "관람객가볍게 웃으면서 보기 좋아요 ㅎㅎ 기대없이 보세요  "
"981" "10" "짱잼 ㅎㅎ 너무 재밌었어요  "
"982" "10" "지금까지 이런 한국영화는 없었다.진정  재밌잖아~~  "
"983" "10" "영화 시작되면 핸드폰 볼 여유없이 끝까지 간다. 아직까지 이런 영화는 없었다.  "
"984" "1" "억지웃음 영화.... 진짜 이게 왜 천만 넘은건지 모르겠다 ㅠㅠㅠ 알리타보세요....;;;;  "
"985" "10" "진짜 재밋어요!! 보는 내내 웃으면서 봤네 ㅎ  "
"986" "1" "뭔가 너무 짜내려는 웃음..  "
"987" "1" "1점도. 아깝다. 천만이 넘었다는게 정말 신기  "
"988" "9" "관람객진짜 다들 연기 너무 잘하고 너무 재미있었습니다!!  "
"989" "8" "그렇게 재미는 없네요 별4개요  "
"990" "2" "솔직히 천만까지 넘을정도는 아닌 거 같던데... 확실히 한국영화가 스크린 수도 많고, 인기 좀 있다하면 우루루 몰리는 성향이 있음.. 걍 그럭저럭 볼만한 영화. 그 이상 그 이하도 아닌... 적당한 느낌.  "
"991" "9" "관람객아주 재밌음 그냥 즐길수있는 영화  "
"992" "10" "코미디 영화로서 최고다  "
"993" "10" "시작하고 2~3분만에 관객들 동시에 다터짐..!!! 연휴때마다 방송으로 다시보기 나와도 볼것 같아요~~  "
"994" "10" "사람마다 개그코드가 달라서 그런가..난진짜 개꿀잼이었는데 동생은 2번이나보고 엄마랑나는 울면서 웃음ㅋㅋ 영화관에 같이 관람하던 사람들도 웃길래 눈치안보고 엉엉웃을수 있었움ㅎ  "
"995" "10" "와... 직책이나 직업인이 아니라 본질적으로 내가 누구인가를 생각하게만드는... 크르 쩔었습니다  "
"996" "8" "관람객글쎄 확실히 신파가 없어 좋았지만 천만영화까지야...  "
"997" "10" "최고입니다 전 이영화 두번 더보러가고 평생소장할껍니당  "
"998" "10" "관람객최고의 영화로 추천드립니다  "
"999" "10" "관람객극강 코미디 영화당. 흥해라  "
"1000" "10" "존잼 꿀잼 핵잼 그냥 잼잼  "
