,0
297,"아무생각없이 웃고싶으시면 영화 극한직업 추천합니다.
지금까지 이런 맛은 없었다. 이것은 갈비인가 통닭인가. 예 수원 왕갈비 통닭입니다. :-)"
298,"지성관에서 공명님 영화 극한직업 보고왔어요! 지성관 너무 예뻐요 감사합니다 생일축하해 지성아

@blueberry_js
#평범한날도 #특별한날처럼 #NCT지성관 #2월은_지성이날 #해피지성데이"
299,극한직업 보고 왔는데 하늬언니 격투씬 너무 조아... 언니들만 모아서 한국형 액션 영화 찍어주심 안되나요 아저씨들 싸우는건 술집에서도 자주 봐서 그냥 그런데 하늬 배우님은.. 내가 심장이 뛴다...
300,"오늘 CGV왕십리 지성관 갔다왔어요!! (가서 도영이형 공띵 영화 극한직업 보고 왔어요ㅋㅋ) 지성관의 지성이 진짜 이뻤고  이런 이벤트 준비해주셔서 감사합니다
그리고 지성아 생일축하해

#평범한날도 #특별한날처럼 #NCT지성관 #2월은_지성이날 #해피지성데이 pic.twitter.com/8MJT96vdvF"
301,"영화를 보고 싶다
뺑반이랑 극한직업..//
극한직업은 오늘 보고
뺑반은 내일 엄마랑 조조로 봐야뒤
아 두개 다 버고싶은데"
302,ㅇㄴ 나만 지금까지 극한직업 그 티비 프로그램인줄 알았던거임... 갑자기 탐라에서 극한직업 보셈!! 재밌음!! 이러길래... 사람들이 왜저럴까.. 취향 독특하네 했었는데 영화였구나.. 나만 티빈줄 알았나봐...
303,영화 극한직업 봤는데 한국영화인데도 불구하고 쓸데없는 감동요소를 안 넣었다! 진짜 재밌음! 사진은 저녁! pic.twitter.com/FUZb7gHPT5
304,"@leedaehwi_gall 

영등포 cgv 이대휘관 관람

보자마자 진짜 너무 너무 예뻐서 ㅠㅠ
진짜 최고 예쁜 순간들이 담겨있어서
너무 행복했다
극한직업 이미 한번 봤던 영화라
영화 시작하고 전체 샷 한번 찍고입장
포토티켓까지 출력하니
내가 생일인 기분이다
이대휘관 준비해주셔서 너무 감사합니다 pic.twitter.com/kA4Wl8ugXm"
305,트친분들 영화보시려면 오늘 제가 보고 온 영화 ' 극한직업 ' 추천드릴게요 진짜 재밌어요 ! 배우분들 액션장면도 진짜 멋있구 공명님 나오세요 >< 역시 공명님 진짜 귀여우시고 웃기시고 멋지세요 (∩˃o˂∩) 배우분들 모두 멋있으시지만 특히 이하늬님 진짜 엄청 멋있으세요 ..! pic.twitter.com/RzQeILMVPo
306,"님들아 극한직업 개재밌어ㅋㄱㅋㄱㄱㅋㄱㅋㄱㄱ
진짜 저세상 영화다 진짜
꼭 보세요 8000원 만큼은 하는거 같아 진짜 개웃겨ㅋㅋㅋㅋㄱㅋㄱ"
307,"지성관가서 오늘 극한직업 보고 왔다 관이 지성이로 꾸며져 있어서 너무 이뻤고, 영화도 재미있어서 더 행복했다  지성아 생일 축하해 @blueberry_js #평범한날도 #특별한날처럼 #지성관 pic.twitter.com/Sn8XpviexT"
308,아 어제 극한직업(영화) 보았는데 굉장히 의식의 흐름같은 영화였고 이하늬가 잘생겼다. 사실 하늬께서는 항상 잘생겼지만
309,"사랑하는 토끼왕댜님의 
24개워..ㄹ살 생일 축하기념!
RT해주시는 분 중 한 분 추첨해서
CGV영화 관람권 2매+팝콘콤보 보내드려요
당첨도 되고 #극한직업 도 보면 을매나 좋게요

당발은 2월1일 오후 도영시쯤 할게용

#쓰앵님_도영이_생일축하_해야돼요 
#happyDOYOUNGday pic.twitter.com/QtQlRW53no"
310,와 나 졸라 효녀다 진짜 나 지금 아침먹자마자 엄마가 본 어제 본 극한직업 그 알탕코미디영화 줄거리 들어주는중 와
311,"하나만 물어볼게 (아 물어보지마세요)
너 나 좋아하냐?
어 존나게 사랑한다

- 영화 '극한직업' 중-"
312,"오랫만에 영화
극한직업, 뺑반 몰아보기

증인이랑 사바하
2월 개봉 기대작들..."
313,영화 <극한직업>은 단순한 코메디 영화가 아닌 음악 영화같다 ㅎㅎ 감독의 연출력이 무슨 오케스트라 감독 같아. 화려한 강약조절에 그 디테일들..이병헌 감독 팬이 되었다. 한국 감독 중 내가 팬이 된 사람은 이명세 봉준호 김지훈 이병헌 이렇게 4명.
314,“지금까지 이런맛은 없었다” 영화’극한직업’ 속 화제가 된 ‘수원왕갈비통닭’ 레시피 공개 http://withcast.kr/%ec%a7%80%ea%b8%88%ea%b9%8c%ec%a7%80-%ec%9d%b4%eb%9f%b0%eb%a7%9b%ec%9d%80-%ec%97%86%ec%97%88%eb%8b%a4-%ec%98%81%ed%99%94%ea%b7%b9%ed%95%9c%ec%a7%81%ec%97%85-%ec%86%8d-%ed%99%94%ec%a0%9c/ … @위드캐스트 님이 공유
315,"#시사TIMES :: 배우 송영규, 영화 ‘극한직업’ 속 카리스마+코믹 오가는 신스틸러!  류승룡의 영원한 라이벌 ‘최반장’으로 맹활약!원츠메이커 전속 계약 체결로 다채로운 행보 잇는다![시사타임즈 = 이미경 기자] 최근 원츠메이커와 ... http://timesisa.com//news/view.html?page=2&section=9&category=16&no=21718 …"
316,"지금까지 이런 맛은 없었다 이것은 갈비인가 통닭인가
아 영화 극한직업 너무 재밌어다 진짜 뇌비우고 깔깔거리며 2시간내내 웃다가 나왔다 내용뻔한데 요소요소 웃음포인트가 많아서 신나게 웃기만한 영화 또 보라면 즐겁게 다시 볼 수 있는 영화다 pic.twitter.com/6t2Yf6CfS5"
317,"준며니 오늘 극한직업 보러 갈건가봥
웃겨 진짜 웃겨 생각없이 웃을수 있는 영화니까 많이 웃고 왔음 좋겠다"
318,아 귀여워ㅠㅠㅠ 준면이 오늘 영화보러가니ㅠㅠㅠ 나두 저번주에 극한직업 보고와써 pic.twitter.com/cvP9tlgfCH
319,극한직업~방학엔 느긋하게 조조로 영화도 볼 수 있구나~ 
320,"2019년 1월 관극정산.

뮤지컬 (12회): 앤, 명동로망스, 뱀파이어 아더, 어쩌면 해피엔딩.
연극 (1회): 더 헬멧.
무용 (1회): 넛크러셔.
콘서트 (1회): 팝업콘서트.
영화 (2회): 그대 이름은 장미, 극한직업. "
321,#영화 #알리타배틀엔젤 #알리타_배틀엔젤 #알리타 D-5 알리타 배틀엔젤 영화가 개봉에 앞서 가장 보고싶은 개봉작 1위에 올라오며 극한직업 영화가 연일 대한민국 전체박스오피스 1위를 이어가며 완벽한 흥행을 이루고 뺑반 영화가 기대이하로 흥행에서 제외되었습니다. pic.twitter.com/T8bLspzZyY
322,"저도 영화 애들나오는거 아니면 거의 안보는데 극한직업 볼까 싶어요,,••ㅎㅅㅎ"
