,directors,peopleCd,role,movie,totalpeople
0,김한민,10006204,감독,"명량: 회오리 바다를 향하여(Roaring Currents: The Road of the Admiral)
",8897
1,김한민,10006204,감독,"명량(Roaring Currents)
",17613682
2,김한민,10006204,감독,"최종병기 활 감독확장판(War of the Arrows (Director's Cut))
",11547
3,김한민,10006204,감독,"최종병기 활(War of the Arrows)
",7470633
4,김한민,10006204,감독,"핸드폰(Handphone)
",630049
5,김한민,10006204,감독,"극락도 살인사건(Paradise Murdered)
",2259511
6,김한민,10006204,감독,"그렇게 김순임은 강두식을 만났다(Sunflower Blues)
",-1
7,이석훈,10055965,감독,"히말라야(The Himalayas)
",7759473
8,이석훈,10055965,감독,"해적: 바다로 간 산적(The Pirates)
",8666046
9,이석훈,10055965,감독,"댄싱퀸(Dancing Queen)
",4057546
10,이석훈,10055965,감독,"두 얼굴의 여친(Two Faces Of My Girlfriend)
",762112
11,이석훈,10055965,감독,"방과후 옥상(See You After School)
",891417
12,이석훈,10055965,감독,"순간접착제(Super Glue)
",-1
13,이석훈,10055965,감독,"포 더 피스 오브 올 맨카인드(For The Peace Of All Mankind)
",-1
14,황동혁,10090050,감독,"남한산성(The Fortress)
",3849087
15,황동혁,10090050,감독,"수상한 그녀(Miss Granny)
",8656397
16,황동혁,10090050,감독,"도가니(Silenced)
",4662822
17,황동혁,10090050,감독,"마이 파더(My Father)
",902090
18,황동혁,10090050,감독,"기적의 도로(Miracle Mile)
",-1
19,윤제균,10054492,감독,"국제시장(Ode to My Father)
",14257115
20,윤제균,10054492,감독,템플 스테이,-1
21,윤제균,10054492,감독,"해운대(Haeundae)
",11453338
22,윤제균,10054492,감독,"1번가의 기적(Miracle on 1st Street)
",2750457
23,윤제균,10054492,감독,"낭만자객(Crazy Assassins)
",940134
24,윤제균,10054492,감독,"색즉시공(Sex Is Zero)
",4082797
25,윤제균,10054492,감독,"두사부일체(My Boss, My Hero)
",-1
26,윤종빈,10054495,감독,"공작(The Spy Gone North)
",4974512
27,윤종빈,10054495,감독,"군도: 민란의 시대(KUNDO : Age of the Rampant)
",4774895
28,윤종빈,10054495,감독,"범죄와의 전쟁: 나쁜놈들 전성시대(Nameless Gangster : Rules of the Time)
",4719872
29,윤종빈,10054495,감독,"비스티 보이즈(Beastie Boys)
",727409
30,윤종빈,10054495,감독,"용서받지 못한 자(The Unforgiven)
",10647
31,강형철,10000946,감독,"스윙키즈(Swing Kids)
",494
32,강형철,10000946,감독,"타짜-신의 손(Tazza-The Hidden Card)
",4015361
33,강형철,10000946,감독,"써니 감독판(Sunny - Director's Cut)
",90562
34,강형철,10000946,감독,"써니(Sunny)
",7362467
35,강형철,10000946,감독,"과속스캔들(Scandal Makers)
",8245523
36,이재규,20111735,감독,"완벽한 타인(Intimate Strangers)
",5056102
37,이재규,20111735,감독,"역린(The Fatal Encounter)
",3849433
38,이재규,20111735,감독,"인플루언스(The Influence)
",229610
39,조범구,10065847,감독,"신의 한 수(The Divine Move)
",3566336
40,조범구,10065847,감독,"퀵(Quick)
",3125069
41,조범구,10065847,감독,"뚝방전설(Three Fellas)
",418445
42,조범구,10065847,감독,"양아치어조(The Bad Utterances)
",255
43,조범구,10065847,감독,"어떤 여행의 기록(The Travel)
",-1
44,조범구,10065847,감독,장마,-1
45,김성훈,10004662,감독,"터널(Tunnel)
",7120508
46,김성훈,10004662,감독,"끝까지 간다(A Hard Day)
",3450305
47,김성훈,10004662,감독,"애정결핍이 두 남자에게 미치는 영향(How The Lack Of Love Affects Two Men)
",593277
48,창,10071587,감독,"숲속의 아이(Forest)
",-1
49,창,10071587,감독,"계춘할망(Canola)
",482259
50,창,10071587,감독,치명도수: RESET,-1
51,창,10071587,감독,"표적(The Target)
",2841788
52,창,10071587,감독,"고死 : 피의 중간고사(Death
1793
 Bell)
",1634051
53,임찬상,10058842,감독,"나의 사랑 나의 신부(My Love, My Bride)
",2141155
54,임찬상,10058842,감독,"사어(Mege Fin)
",-1
55,임찬상,10058842,감독,"효자동 이발사(The President's Barber)
",1972377
56,임찬상,10058842,감독,"터널(Tunnel)
",-1
57,한동욱,20140752,감독,"남자가 사랑할 때(Man In Love)
",1979311
58,김홍선,20125826,감독,변신,-1
59,김홍선,20125826,감독,"반드시 잡는다(The Chase)
",446780
60,김홍선,20125826,감독,브로커,-1
61,김홍선,20125826,감독,"기술자들(The Con Artists)
",2564340
62,김홍선,20125826,감독,"공모자들(Traffickers)
",1646142
63,임순례,10058650,감독,고양이 키스,-1
64,임순례,10058650,감독,"리틀 포레스트(Little Forest)
",1505560
65,임순례,10058650,감독,"제보자(The Whistleblower)
",1755181
66,임순례,10058650,감독,"남쪽으로 튀어(South Bound)
",832894
67,임순례,10058650,감독,"미안해, 고마워(Sorry and Thank You)
",9998
68,임순례,10058650,감독,"소와 함께 여행하는 법(Rolling Home With A Bull)
",16356
69,임순례,10058650,감독,"날아라 펭귄(Fly Penguin)
",20599
70,임순례,10058650,감독,"우리 생애 최고의 순간(Forever The Moment)
",4044582
71,임순례,10058650,감독,"여섯 개의 시선(If You Were Me)
",31171
72,임순례,10058650,감독,"그녀의 무게(The 'Weight' of Her)
",-1
73,임순례,10058650,감독,"아름다운 생존: 여성 영화인이 말하는 영화(Keeping The Vision Alive)
",-1
74,임순례,10058650,감독,"와이키키 브라더스(Waikiki Brothers)
",-1
75,임순례,10058650,감독,"세 친구(Three Friends)
",-1
76,임순례,10058650,감독,"우중산책(Promenade in the Rain)
",-1
77,이연우,10056625,감독,"피끓는 청춘(Hot Young Bloods)
",1676040
78,이연우,10056625,감독,"거북이 달린다(Running Turtle)
",3059812
79,이연우,10056625,감독,2424,-1
80,이재용,10057210,감독,"죽여주는 여자(The Bacchus Lady)
",121444
81,이재용,10057210,감독,"두근두근 내 인생(My Brilliant Life)
",1624601
82,이재용,10057210,감독,"뒷담화: 감독이 미쳤어요(Behind the Camera)
",5284
83,이재용,10057210,감독,"여배우들(The Actresses)
",514052
84,이재용,10057210,감독,"다세포소녀(Dasepo Naughty Girls)
",561803
85,이재용,10057210,감독,나와 통하는 다음검색 : 사랑의 기쁨,-1
86,이재용,10057210,감독,"스캔들-조선남녀상열지사(Untold Scandal)
",3522747
87,이재용,10057210,감독,"순애보(Asako In Ruby Shoes)
",-1
88,이재용,10057210,감독,"어머니의 여름(Mother's Summer)
",-1
89,이재용,10057210,감독,"정사(An Affair)
",-1
90,이재용,10057210,감독,"호모 비디�
17ac
�쿠스(Homo Videocus)
",-1
91,이한,10058005,감독,"증인(innocent witness)
",-1
92,이한,10058005,감독,"오빠생각(A Melody to Remember)
",1069436
93,이한,10058005,감독,"우아한 거짓말(Thread of Lies)
",1618988
94,이한,10058005,감독,"완득이(Punch)
",5310510
95,이한,10058005,감독,"내 사랑(Love, First)
",977401
96,이한,10058005,감독,"청춘만화(Almost Love)
",2066354
97,이한,10058005,감독,"연애소설(Lover's Concerto)
",-1
98,심성보,10040850,감독,"해무(海霧)(Haemoo)
",1475472
99,심성보,10040850,감독,"오늘 뭐해?(What the...?)
",-1
100,김대우,10003851,감독,"인간중독(Obsessed)
",1441964
101,김대우,10003851,감독,"방자전(The Servant)
",3035116
102,김대우,10003851,감독,"음란서생(Forbidden Quest)
",2576022
103,김광식,10003620,감독,"안시성(The Great Battle)
",5440001
104,김광식,10003620,감독,"찌라시: 위험한 소문(Tabloid Truth)
",1221420
105,김광식,10003620,감독,"내 깡패 같은 애인(My Dear Desperado)
",699973
106,최호,10072907,감독,"빅매치(Big Match)
",1177438
107,최호,10072907,감독,"고고 70(Go Go 70s)
",581468
108,최호,10072907,감독,"사생결단(Bloody Tie)
",2104716
109,최호,10072907,감독,"후아유(Who Are You?)
",-1
110,최호,10072907,감독,"바이 준(Bye June)
",-1
111,김영탁,10005032,감독,"슬로우 비디오(Slow Video)
",1169562
112,김영탁,10005032,감독,"헬로우 고스트(Hello Ghost)
",2897477
113,이정호,10057331,감독,비스트(가제),-1
114,이정호,10057331,감독,"방황하는 칼날(Broken)
",989881
115,이정호,10057331,감독,"베스트셀러(Bestseller)
",1099665
116,장진,10060535,감독,"AISFF2016 시네마 올드 앤 뉴 + 특별상영 1(CINEMA OLD & NEW + SPECIAL SCREENINGS 1)
",-1
117,장진,10060535,감독,"내일도 미래라면(WAS WILL)
",-1
118,장진,10060535,감독,바라던 바다,-1
119,장진,10060535,감독,"우리는 형제입니다(We Are Brothers)
",970373
120,장진,10060535,감독,"하이힐(디렉터스컷)(Man on high heels)
",2161
121,장진,10060535,감독,"하이힐(Man on High Heels)
",341606
122,장진,10060535,감독,"로맨틱 헤븐(Romantic Heaven)
",73729
123,장진,10060535,감독,"퀴즈왕(The Quiz Show Scandal)
",583183
124,장진,10060535,감독,"굿모닝 프레지던트(Good Morning President)
",2583294
125,장진,10060535,감독,"아들(My Son)
",488221
126,장진,10060535,감독,"거룩한 계보(Righteous Ties)
",1744677
127,장진,10060535,감독,"고마운 사람(Someone Grateful)
",-1
128,장진,10060535,감독,"박수칠 때 떠나라(Murder, Take One)
",2475291
129,장진,10060535,감독,"다섯 개의 시선(If You Were Me)
",12621
130,장진,10060535,감독,"아는 여자(Someone Special)
",838000
131,장진,10060535,감독,"킬러들의 수다(Guns And Talks)
",-1
132,장진,10060535,감독,"간첩 리철진(The Spy)
",-1
133,장진,10060535,감독,"기막힌 사내들(The Happenings)
",-1
134,부지영,10031684,감독,"카트(Cart)
",814233
135,부지영,10031684,감독,"Dir/Actors 10. 나나나: 여배우 민낯 프로젝트(Dir/Actors 10. Myselves : The Actress No Makeup Project)
",-1
136,부지영,10031684,감독,"애정만세(A Time to Love)
",3832
137,부지영,10031684,감독,"산정호수의 맛(Moonwalk)
",-1
138,부지영,10031684,감독,"나나나 : 여배우 민낯 프로젝트(Myselves : The Actress No Makeup Project)
",557
139,부지영,10031684,감독,6회 이주민영화제_꿈꾸는 사람들 2,-1
140,부지영,10031684,감독,"니마(Nima)
",-1
141,부지영,10031684,감독,"지금, 이대로가 좋아요(Sisters On The Road)
",21212
142,부지영,10031684,감독,"눈물(A Drop of Clear Salty Liquid)
",-1
143,부지영,10031684,감독,"눈물(A Drop of Clear Salty Liquid)
",-1
144,부지영,10031684,감독,"김옹의 시험(His Humming)
",-1
145,부지영,10031684,감독,"불똥(Spark)
",-1
146,권칠인,10002537,감독,"세컨어카운트(Second Account)
",-1
147,권칠인,10002537,감독,"방 안의 코끼리(Elephant in the Room)
",1465
148,권칠인,10002537,감독,"관능의 법칙(Venus Talk)
",781516
149,권칠인,10002537,감독,"원더풀 라디오(Love On-Air)
",986287
150,권칠인,10002537,감독,"참을 수 없는(Loveholic)
",76965
151,권칠인,10002537,감독,"뜨거운 것이 좋아(Hellcats)
",590409
152,권칠인,10002537,감독,"이공(Twentidentity)
",-1
153,권칠인,10002537,감독,"싱글즈(Singles)
",2203042
154,권칠인,10002537,감독,"사랑하기 좋은 날(A Good Day To Fall In Love)
",-1
155,권칠인,10002537,감독,"햇빛(Sun Beam)
",-1
156,권칠인,10002537,감독,"귀소(Coming Back Home)
",-1
157,이원석,20128390,감독,"랄라랜드(Lala Land)
",-1
158,이원석,20128390,감독,"상의원(The Royal Tailor)
",790158
159,이원석,20128390,감독,"남자사용설명서(How to Use Guys with Secret Tips)
",507890
160,성시흡,20114191,감독,"플랜맨(The Plan Man)
",635740
161,성시흡,20114191,감독,"더 라스트 트레인(The Last Train)
",-1
162,성시흡,20114191,감독,"복서즈 다이아몬드(Boxer's Diamond)
",-1
163,성시흡,20114191,감독,"삽질, 텍사스(Shoveling, TEXAS)
",-1
164,이정범,10057273,감독,"우는 남자(No Tears for the Dead)
",603409
165,이정범,10057273,감독,"아저씨(The Man From Nowhere)
",6282774
166,이정범,10057273,감독,"열혈남아(Cruel Winter Blues)
",570059
167,이정범,10057273,감독,"귀휴(Repatriation)
",-1
168,오기환,10050086,감독,"패션왕(Fashion King)
",594871
169,오기환,10050086,감독,"이별계약(A Wedding Invitation)
",17797
170,오기환,10050086,감독,"오감도(Five Senses Of Eros)
",443462
171,오기환,10050086,감독,순간을 믿어요,-1
172,오기환,10050086,감독,"두 사람이다(Someone Behind You)
",241292
173,오기환,10050086,감독,"작업의 정석(The Art Of Seduction)
",2342232
174,오기환,10050086,감독,"선물(Last Present)
",-1
175,박상준,20113801,감독,"황제를 위하여(For the Emperor)
",592367
176,박상준,20113801,감독,"마을금고 연쇄습격사건(Bank Attack)
",123770
177,황인호,10090261,감독,"몬스터(Monster)
",526547
178,황인호,10090261,감독,"오싹한 연애(Spellbound)
",3009356
179,김태윤,10006129,감독,"미스터 주(가제)(Mr.Zoo)
",-1
180,김태윤,10006129,감독,"재심(New Trial)
",2421011
181,김태윤,10006129,감독,"또 하나의 약속(Another Family)
",497994
182,김태윤,10006129,감독,마이 페어 레이디즈,-1
183,김태윤,10006129,감독,"잔혹한 출근(Educating Kidnappers)
",429546
184,김태윤,10006129,감독,"수사반장 트위스트 김(Dancing Cop Twist Kim)
",-1
185,오인천,20188088,감독,"더스트 엔젤(Dust Angel)
",-1
186,오인천,20188088,감독,"데스트랩(The DMZ)
",-1
187,오인천,20188088,감독,"야경 : 죽음의 택시(NIGHTSCAPE)
",231
188,오인천,20188088,감독,"월하(Wol-ha : Very Bad Moon Rising)
",167
189,오인천,20188088,감독,"잡아야 산다(Chasing)
",55011
190,오인천,20188088,감독,"한중10년의 동행: 한예종 영상원/북경영화학교 합작영화 10주년 작품전(Harmony for 10 years : Korea National University of Arts and Beijing Film Academy)
",-1
191,오인천,20188088,감독,"소녀괴담(Mourning Grave)
",481696
192,오인천,20188088,감독,"십이야: 깊고 붉은 열두 개의 밤 Chapter1(12 Deep Red Nights)
",181
193,오인천,20188088,감독,"모멘트(A Moment)
",-1
194,박제현,10029209,감독,"조선미녀삼총사(The Huntresses)
",480361
195,박제현,10029209,감독,"유앤유(You & You)
",-1
196,박제현,10029209,감독,"내 남자의 로맨스(How to Keep My Love)
",1083556
197,박제현,10029209,감독,"울랄라씨스터즈(Oh! Lala Sisters)
",-1
198,박제현,10029209,감독,"단적비연수(The Legend Of Gingko)
",-1
199,임필성,10058886,감독,인류 멸망 보고서 '해피 버스 데이',-1
200,임필성,10058886,감독,인류 멸망 보고서 '멋진 신세계',-1
201,임필성,10058886,감독,"보금자리(The Nest)
",-1
202,임필성,10058886,감독,"마담 뺑덕(Scarlet Innocence)
",471169
203,임필성,10058886,감독,"헨젤과 그레텔(Hansel and Gretel)
",312459
204,임필성,10058886,감독,"남극일기(Antarctic Journal)
",1057311
205,임필성,10058886,감독,"모빌(Mobile)
",-1
206,임필성,10058886,감독,기념품,-1
207,이도윤,20142138,감독,"좋은 친구들(Confession)
",407210
208,이도윤,20142138,감독,"이웃(Neighbor)
",-1
209,이도윤,20142138,감독,"우리. 여행자들(We. Trippers)
",-1
210,이해준,10058053,감독,"나의 독재자(My Dictator)
",385934
211,이해준,10058053,감독,"김씨표류기(Castaway on the Moon)
",733931
212,이해준,10058053,감독,"천하장사 마돈나(Like A Virgin)
",678930
213,장진,10060535,감독,"AISFF2016 시네마 올드 앤 뉴 + 특별상영 1(CINEMA OLD & NEW + SPECIAL SCREENINGS 1)
",-1
214,장진,10060535,감독,"내일도 미래라면(WAS WILL)
",-1
215,장진,10060535,감독,바라던 바다,-1
216,장진,10060535,감독,"우리는 형제입니다(We Are Brothers)
",970373
217,장진,10060535,감독,"하이힐(디렉터스컷)(Man on high heels)
",-1
218,장진,10060535,감독,"하이힐(Man on High Heels)
",341606
219,장진,10060535,감독,"로맨틱 헤븐(Romantic Heaven)
",73729
220,장진,10060535,감독,"퀴즈왕
1ade
(The Quiz Show Scandal)
",583183
221,장진,10060535,감독,"굿모닝 프레지던트(Good Morning President)
",2583294
222,장진,10060535,감독,"아들(My Son)
",488221
223,장진,10060535,감독,"거룩한 계보(Righteous Ties)
",1744677
224,장진,10060535,감독,"고마운 사람(Someone Grateful)
",-1
225,장진,10060535,감독,"박수칠 때 떠나라(Murder, Take One)
",2475291
226,장진,10060535,감독,"다섯 개의 시선(If You Were Me)
",12621
227,장진,10060535,감독,"아는 여자(Someone Special)
",838000
228,장진,10060535,감독,"킬러들의 수다(Guns And Talks)
",-1
229,장진,10060535,감독,"간첩 리철진(The Spy)
",-1
230,장진,10060535,감독,"기막힌 사내들(The Happenings)
",-1
231,박범수,10028647,감독,"레드카펫(Red Carpet)
",316953
232,박범수,10028647,감독,마스크맨,-1
233,박범수,10028647,감독,소원을 말해봐,-1
234,박범수,10028647,감독,"쟤 믿는 영화(I Believe Her)
",-1
235,전형준,10061527,감독,"덕수리 5형제(A Dynamite Family)
",210777
236,전형준,10061527,감독,"패스트(Fast)
",-1
237,김덕수,10003883,감독,"비정규직 특수요원(PART-TIME SPY)
",149719
238,김덕수,10003883,감독,"아빠를 빌려드립니다(Dad for Rent)
",172652
239,김태균,10006085,감독,"연애의 발동 : 상해 여자, 부산 남자(Bad Sister)
",273
240,김태균,10006085,감독,"가시(Innocent Thing)
",142170
241,김태균,10006085,감독,"맨발의 꿈(A Barefoot Dream)
",338080
242,김태균,10006085,감독,"피안도(Higanjima)
",-1
243,김태균,10006085,감독,"크로싱(Crossing)
",907255
244,김태균,10006085,감독,"백만장자의 첫사랑(A Millionaire’s First Love)
",639596
245,김태균,10006085,감독,3인 3색 러브스토리 : 사랑즐감,-1
246,김태균,10006085,감독,"아임 오케이(I'm O.K)
",-1
247,김태균,10006085,감독,"늑대의 유혹(Romance Of Their Own)
",2189453
248,김태균,10006085,감독,"편의점2시(At2O'clock)
",-1
249,김태균,10006085,감독,"이공(Twentidentity)
",-1
250,김태균,10006085,감독,"화산고(Volcano High)
",-1
251,김태균,10006085,감독,"키스할까요(Shall We Kiss?)
",-1
252,김태균,10006085,감독,"박봉곤 가출사건(The Adventure of Mrs. Park)
",-1
253,신재영,20153417,감독,"맨홀(Manhole)
",133663
254,신재영,20153417,감독,"더 스토리(The Story)
",-1
255,신재영,20153417,감독,"더줌(The Zoom)
",-1
256,신재영,20153417,감독,"화의전이(The Heat Transfer)
",-1
257,박규택,20150634,감독,"폐쇄병동(The Closed Ward)
",-1
258,박규택,20150634,감독,제6회 서울 프라이드 영화제 국내단편3,-1
259,박규택,20150634,감독,"기억부검(The Autopsy of the Memory)
",-1
260,박규택,20150634,감독,"터널 3D(Tunnel 3D)
",80989
261,박창진,20179021,감독,설계,45638
262,박창진,20179021,감독,"소원택시(Secret Travel)
",283
263,김명균,10004056,감독,"백프로(Mr. Perfect)
",37909
264,류승완,10019069,감독,남자니까 아시잖아요?,-1
265,류승완,10019069,감독,"군함도 감독판(The Battleship Island: Director's Cut)
",-1
266,류승완,10019069,감독,"군함도(The Battleship Island)
",6592151
267,류승완,10019069,감독,4월 단편 상상극장-박정민 헤는 밤,-1
268,류승완,10019069,감독,"신촌좀비만화(MAD SAD BAD)
",5187
269,류승완,10019069,감독,유령,-1
270,류승완,10019069,감독,"베테랑(Veteran)
",13414009
271,류승완,10019069,감독,"제14회 미쟝센 단편 영화제 류승완 단편 특별전2(Ryoo Seung-Wan Short Film Special2)
",-1
272,류승완,10019069,감독,"베를린(The Berlin File)
",7166199
273,류승완,10019069,감독,"부당거래(The Unjust)
",2766436
274,류승완,10019069,감독,"타임리스(Timeless)
",-1
275,류승완,10019069,감독,"다찌마와리(Dachimawa Lee)
",628508
276,류승완,10019069,감독,"짝패(The City Of Violence)
",1196520
277,류승완,10019069,감독,"남자니까 아시잖아요?(Hey Man)
",-1
278,류승완,10019069,감독,"다섯 개의 시선(If You Were Me)
",12621
279,류승완,10019069,감독,"아라한 장풍대작전(Arahan)
",2050000
280,류승완,10019069,감독,"주먹이 운다(Crying Fist)(Crying Fist)
",1728477
281,류승완,10019069,감독,"피도 눈물도 없이(No Blood No Tears)
",-1
282,류승완,10019069,감독,"죽거나 혹은 나쁘거나(Die Bad)
",-1
283,류승완,10019069,감독,다찌마와리,-1
284,류승완,10019069,감독,"현대인(Our Contemporaries)
",-1
285,류승완,10019069,감독,패싸움,-1
286,최동훈,10072187,감독,스미스씨 브라질에 가다,-1
287,최동훈,10072187,감독,도청(가제),-1
288,최동훈,10072187,감독,"암살(Assassination)
",12705700
289,최동훈,10072187,감독,"도둑들(The Thieves)
",12983330
290,최동훈,10072187,감독,"전우치(Woochi)
",6136928
291,최동훈,10072187,감독,"타짜(Tazza: The High Rollers)
",6847777
292,최동훈,10072187,감독,"범죄의 재구성(The Big Swindle)
",2129358
293,최동훈,10072187,감독,"간결한 여행(A Short Trip)
",-1
294,우민호,20111283,감독,남산의 부장들,-1
295,우민호,20111283,감독,"마약왕(The Drug King)
",-1
296,우민호,20111283,감독,"내부자들(Inside Men)
",7072021
297,우민호,20111283,감독,"내부자들: 디 오리지널(Inside Men: The Original)
",2083999
298,우민호,20111283,감독,"간첩(The Spies)
",1310895
299,우민호,20111283,감독,"파괴된 사나이(Man Of Vendetta)
",1030285
300,우민호,20111283,감독,"누가 예수를 죽였는가?(Who killed Jesus?)
",-1
301,이준익,10057485,감독,"박열(Anarchist from the colony)
",2359174
302,이준익,10057485,감독,"변산(Sunset in My Hometown)
",490033
303,이준익,10057485,감독,"동주(DONGJU; The Portrait of A Poet)
",1169335
304,이준익,10057485,감독,"사도(The Throne)
",6246849
305,이준익,10057485,감독,"소원(Hope)
",2711071
306,이준익,10057485,감독,"봄날의 입맞춤(Kisses from Spring)
1d97

",-1
307,이준익,10057485,감독,"평양성(Battlefield Heroes)
",1717566
308,이준익,10057485,감독,"구르믈 버서난 달처럼(Blades of Blood)
",1407681
309,이준익,10057485,감독,"님은 먼 곳에(Sunny)
",1706576
310,이준익,10057485,감독,"즐거운 인생(The Happy Life)
",1263835
311,이준익,10057485,감독,"라디오 스타(Radio Star)
",1879501
312,이준익,10057485,감독,"왕의 남자(King And The Clown)
",12302831
313,이준익,10057485,감독,"황산벌(Once Upon A Time In A Battlefield)
",2771236
314,이준익,10057485,감독,"키드캅(Kid Cop)
",-1
315,김학순,10006188,감독,"연평해전(Northern Limit Line)
",6043784
316,김학순,10006188,감독,"비디오를 보는 남자(Rewind)
",300
317,김학순,10006188,감독,"민들레(Dandelion)
",-1
318,장재현,10060462,감독,사바하,-1
319,장재현,10060462,감독,"어둑시니: 두려움을 먹는 자(Urban Evil)
",-1
320,장재현,10060462,감독,오오단편극장 - 이학주 배우전,-1
321,장재현,10060462,감독,"제14회 미쟝센 단편영화제 전년도 수상작1(Awarded Films From Last Year 1)
",-1
322,장재현,10060462,감독,"검은 사제들(The Priests)
",5442553
323,장재현,10060462,감독,1월 단편 상상극장-해피 뉴 스타,-1
324,장재현,10060462,감독,제13회 미쟝센 단편영화제 심야의 절대구타 360,-1
325,장재현,10060462,감독,제13회 미쟝센 단편영화제 절대악몽1,-1
326,장재현,10060462,감독,"12번째 보조사제(12th Assistant Deacon)
",-1
327,장재현,10060462,감독,"버스(Bus)
",-1
328,장재현,10060462,감독,"인도에서 온 말리(Maley from India)
",-1
329,이석훈,10055965,감독,"히말라야(The Himalayas)
",7759473
330,이석훈,10055965,감독,"해적: 바다로 간 산적(The Pirates)
",8666046
331,이석훈,10055965,감독,"댄싱퀸(Dancing Queen)
",4057546
332,이석훈,10055965,감독,"두 얼굴의 여친(Two Faces Of My Girlfriend)
",762112
333,이석훈,10055965,감독,"방과후 옥상(See You After School)
",891417
334,이석훈,10055965,감독,"순간접착제(Super Glue)
",-1
335,이석훈,10055965,감독,"포 더 피스 오브 올 맨카인드(For The Peace Of All Mankind)
",-1
336,김석윤,10004484,감독,"조선명탐정: 흡혈괴마의 비밀(Detective K: Secret of the Living Dead)
",2444123
337,김석윤,10004484,감독,"조선명탐정 : 사라진 놉의 딸(Detective K : Secret of the Lost Island)
",3872015
338,김석윤,10004484,감독,"조선명탐정 : 각시투구꽃의 비밀(Detective K : Secret of Virtuous Widow)
",4786259
339,김석윤,10004484,감독,"올드미스다이어리(Old Miss Diary)
",856090
340,이병헌,20125862,감독,극한직업,-1
341,이병헌,20125862,감독,"바람 바람 바람(What a Man Wants)
",1194229
342,이병헌,20125862,감독,"스물(Twenty)
",3044134
343,이병헌,20125862,감독,"힘내세요, 병헌씨(Cheer Up Mr. Lee)
",3589
344,이병헌,20125862,감독,"냄새는 난다(Smell)
",-1
345,곽경택,10001931,감독,"희생부활자(RV: Resurrected Victims)
",323628
346,곽경택,10001931,감독,"극비수사(The Classified File)
",2860786
347,곽경택,10001931,감독,"친구 2(Friend : The Great Legacy)
",2971475
348,곽경택,10001931,감독,"미운오리새끼(The Ugly Duckling)
",45454
349,곽경택,10001931,감독,"통증(Pain)
",700272
350,곽경택,10001931,감독,"눈에는 눈 이에는 이(Eye For An Eye)
",2058764
351,곽경택,10001931,감독,"사랑(Love)
",2123815
352,곽경택,10001931,감독,"태풍(Typhoon)
",4094395
353,곽경택,10001931,감독,"똥개(Mutt Boy)
",1394000
354,곽경택,10001931,감독,"챔피언(Champion)
",-1
355,곽경택,10001931,감독,"친구(Friend)
",-1
356,곽경택,10001931,감독,"닥터 K(Dr.K)
",-1
357,곽경택,10001931,감독,"억수탕(3pm Paradise)(3Pm Paradise Bath House)
",-1
358,김정훈,10005643,감독,"탐정 : 더 비기닝(THE ACCIDENTAL DETECTIVE)
",2625686
359,김정훈,10005643,감독,"쩨쩨한 로맨스(Petty Romance)
",2080574
360,김정훈,10005643,감독,"어깨동무(Walk Arm in Arm)
",-1
361,백운학,10030346,감독,"악의 연대기(The Chronicles of Evil)
",2192525
362,백운학,10030346,감독,"튜브(Tube)
",467570
363,유하,20111250,감독,"강남1970(무삭제판)(Gangnam 1970)
",-1
364,유하,20111250,감독,"강남 1970(Gangnam Blues)
",2192172
365,유하,20111250,감독,"하울링(HOWLING)
",1612554
366,유하,20111250,감독,"쌍화점(A Frozen Flower)
",3779553
367,유하,20111250,감독,"비열한 거리(A Dirty Carnival)
",2047808
368,유하,20111250,감독,"말죽거리 잔혹사(Spirit Of Jeet Keun Do - Once Upon A Time In High School)
",3115767
369,유하,20111250,감독,"결혼은, 미친짓이다(Marriage Is a Crazy Thing)
",-1
370,유하,20111250,감독,"바람부는 날이면 압구정동에 가야 한다(We Must Go To Apgujung-Dong On Windy Days)
",-1
371,박진표,10029363,감독,"오늘의 연애(Love Forecast)
",1891993
372,박진표,10029363,감독,"내 사랑 내 곁에(Closer To Heaven)
",2160265
373,박진표,10029363,감독,"그놈 목소리(Voice of a Murderer)
",3143247
374,박진표,10029363,감독,"너는 내 운명(You Are My Sunshine)
",3051134
375,박진표,10029363,감독,"신비한 영어나라(Tongue Tie)
",-1
376,박진표,10029363,감독,"여섯 개의 시선(If You Were Me)
",31171
377,박진표,10029363,감독,"죽어도 좋아(Too Young To Die)
",60666
378,김현석,10006261,감독,"아이 캔 스피크(I Can Speak)
",3280243
379,김현석,10006261,감독,"쎄시봉(C'est Si Bon)
",1714803
380,김현석,10006261,감독,"열한시(AM 11:00)
",870785
381,김현석,10006261,감독,"시라노; 연애조작단(Cyrano Agency)
",2731828
382,김현석,10006261,감독,"스카우트(Scout)
",315187
383,김현석,10006261,감독,"광식이 동생 광태(When Romance Meets Destiny)
",2430200
384,김현석,10006261,감독,"YMCA야구단(YMCA Baseball Team)
",-1
385,김봉주,20128476,감독,"더 폰(The Phone)
",1593694
386,김봉주,20128476,감독,"할머니, 나이스 샷!!(Granny, Good Shot!!)
",-1
387,박훈정,10029578,감독,"대호(THE TIGER: AN OLD HUNTER’S TALE (WT))
",-1
388,박훈정,10029578,감독,"마녀(The Witch : Part 1. The Subversion)
",3189091
389,박훈정,10029578,감독,"브이아이피(V.I.P.)
",1373316
390,박훈정,10029578,감독,"대호(The Tiger)
",1762742
391,박훈정,10029578,감독,"신세계(New World)
",4682492
