,0
344,친구한테 내가 하루에 다섯번씩 스윙키즈 얘기했더니 내적친밀감 생겼다고 오늘 다른 친구들이랑 심야로 영화 보는데 후보로 아쿠아맨 마약왕 이런 거 나와서 빠꾸시키고 스윙키즈 보자고 했대 입소문 많이 냅시다
345,"마약왕 밧어
너무나 역겹고 역겹도다
영화 자체만으로도 끔찍하지만 꽉 찬 영화관에서 내 주위를 둘러싼 사람들이 만들어내는 그 분위기가 더 끔찍하게 만듦
그남이 생각하는 취사선택. 호호
영화가 전체적으로 애매~한 분위기라 사람들 다 정적상태로 있다가 ㅅㅂㄴ 욕 한번 나오면 몇번 낄낄웃어주고"
346,ㅅㅂ내친구가 송민호 마약왕에 나올것처럼 생겼대 ㅈㄴㅇㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋ
347,마약왕 보신 우진러버들 우리 성강이 눈이 한층 퀭해저서 빨대로 쥬스마시면서 이두삼보는 우리 초롱초롱한 성강이 너무 귀엽지 않나요 내애수시장을
348,? 글믄 돈 많은 마약왕이 내넌가.. 
349,마약왕 송강호 식으로 하면 큰 애국이죠....
350,"[마약왕]

• 아무리 시대배경이 7-80년대라지만 영화 수준까지 퇴보할 필요가 있을까. 전체적으로 후지다.

• 감독은 인터뷰에서 신들을 '취사선택'했다고 했음. 이게 가장 큰 단점이다. 취사선택에 소질이 눈꼽만큼도 없음. 첫째로, 소재를 선택할 줄 모른다. 한국 남성 범죄자의 식상한 성공신화?"
351,방금 마약왕 보고 나왔는데 주난 분량 기대이상으로 많아서 놀랐고 행복해따 ㅠ.ㅠ 
352,마약왕 평점 좃망하고 주위 후기들도 노잼이라고 할텐데도 기어코 예매해서 보는 대중심리 모르겠다.. 그런 대중들이 스윙키즈 관객보다 많다는것이 
353,"사람들이 보면, 성숙경 여사 살아서 돌아온 줄 알겠네.

| 영화 마약왕, 김정아. "
354,마약왕 오죽했으면 아빠가 재미없다는소릴하냐고
355,마약왕 보러옴 
356,#마약왕 송강호의 극중 변신 과정 담은 연대기 스틸 https://buff.ly/2LAGXtn 
357,"같은 소재, 다른 느낌. 
<독전> 그리고 <마약왕>. pic.twitter.com/AM0qAswsgh"
358,"메리 크리스마스해피뉴이어
오늘은 즐거운 성탄절!
내일은 행복한 문화가 있는 날
.
#서울극장 상영시간표 및 예매
http://m.seoulcinema.com 
.
#PMC_더벙커 #범블비 #아쿠아맨 #국가부도의날 #스윙키즈 #마약왕 #그린치 #보헤미안랩소디 #이차크의행복한바이올린  #부탁하나만들어줘 #영화 pic.twitter.com/YoHrmnSTya"
359,마약왕봤ㅅ고 그냥 스윙키즈볼걸ㄹ..   으어ㅓ졸려
360,실시간 예매율에서 스윙키즈가 마약왕을 제치고 3위. 
361,"12월 24일 한국 박스 오피스 순위. 크리스마스 시즌 승자는 아쿠아맨. 마약왕, 스윙키즈의 줄어든 상영횟수를 범블비가 대체하고 있음. 보랩 뒷끝(응?) 대단하다. 9백만 가즈아~!! pic.twitter.com/t77gIgUD8d"
362,앜ㅋㅋㅋㅋ 2019년엔 캐릭 바꿔야겠오욘;; 마약왕 말고 문파왕 할라구요메리 크리스마스
363,[영화리뷰] 마약왕 vs 범죄와의 전쟁 
364,마약왕보고 싶었눈데 청불이라... 스윙키즈인가....??? (기억도 안나여 ㅋㅋㅋ
365,"‘아쿠아맨’, 박스오피스 1위..‘마약왕’·‘보헤미안 랩소디’·‘스윙키즈’ 상위권  / 브레이크뉴스  "
366,"퀸 멤버들은 라이브 에이드 이후도 다루고 싶어했다던데, 그랬으면 지금 흥행은 마약왕 꼴이 났겠죠. 라이브 에이드를 끝으로 한 건 삶의 끝까지 음악으로 채우고 싶어했던 예술가 그 자체인 사람에게 할 수 있는 최고의 존중이자 신의 한 수가 아닐까 싶어요."
367,"누구든 좋으니 영화 골라줘요
1. 스윙키즈
2. 마약왕
3. PMC-더 벙커
4. 패터슨(일 끝나고 ㅈㄴ 뛰어가야 안늦음)"
