,0
16,"E. <극한직업> 마약반의 추격자 '김영호' (~2/3)

* 마포 경찰서 마약반에서 미행과 추격을 맡고 있다.
* 마약반의 뜻과는 다르게 맛집이 된 수원왕갈비통닭 옆에 지급받은 똥차를 세워두고 마약업자 이무배의 흔적을 잡기 위해 잠복중.
* 치킨 개새끼. "
17,극한직업 봤고 동휘 캐릭터 너무너무... 정극은 아니었지만 액션 보니까 진짜 몸 잘쓰고 어깨 넓고 날렵하고 예뿌나
18,"국가대표 진짜 극한직업이다
특히 우리나라.
세계적으로 물타기 오지고 방구석감독 100만명넘는듯ㅋㅋㅋㅋㅋㅋㅋ
욕먹으면서 자기나라 우승하라고 경기뛰고싶을까 나라면 못한다 리얼로
경기 질때마다가 아니지, 아예 sns안할듯."
19,저 극한직업 보고 왔는데 거기에 저희 동네 나와요 ㅋㅋㅋ 싱기해
20,"극한직업 꼭보세요 보는내내 웃었음
진짜 꿀잼 공띵이형 파이팅 pic.twitter.com/EfTCj8ie05"
21,오늘도 갔다 극한직업봤고 ㅋㅋㅋㅋㅋㅋ간만에 본 거슬리는 거없는 코미디고 ㅋㅋㅋ내취향이냐하면 아닌데 무난해서 좋았음 pic.twitter.com/lsLAK8Zzqc
22,"퇴근하면서 영화 극한직업 봤는데
울적하고 마음이 복잡할때 딱인거 같다
아무생각없이 유쾌하게 볼 수있는
불금에 어울리는 킬링타임용 영화로 pic.twitter.com/CpZOvzqlAv"
23,"극한 직업 ~개그맨      ㅋㅋㅋ교대근무는 들아봤어도
교대단식은 첨 들어보넼ㅋㅋㅋㅋ

개그맨들 진짜 불쌍하다
경쟁자가 너무 쎄"
24,"김도영-어린애기 고생시키면서 3년 연습시키고 데뷔 안시킴

에이팀-에이팀은 데뷔에 가깝다 실력좋다 이지랄해놓고 데뷔는 3명만 시킴 평소에 애들 자존심을 긁음 와이지 연생 극한직업임

에이쥰팬들-열심히 투표했더니 결과 반영 일도안함 

와이지 직원들- 직원들 의견 반영안하고 지좆대로 행동함"
25,"#극한직업
웃음7 액션3의 완벽한 조화
너무 웃다보니 눈물 날 지경까지
단점이 딱 하나 있는데
1분에 한 번씩 웃길 필요없으니
쓰잘데없는 대사는 쳐냈으면
더 완벽했을텐데..
예상관객 800만~1000만
스승님 축하드려요 pic.twitter.com/s6i53Eu79N"
26,"홍대데이트
1. 가게 열릴때까지 KFC에서 치킨너겟 먹으면서 대기(향수줬당)
2. 더 피자보이즈가서 뇸뇸
3. 레인보우 크레이프 뇸뇸(편지주기)
4. 극한직업 영화봤는데 너무 재밌다 8 ㅁ8 (엉엉 짱멋져
5. 홍대 50picks에서 칵테일 즐기기!
6. 밍이 집에다 데려다주고
7. 고속터미널로 이제 집가야지 헷 pic.twitter.com/qzO9e6VExw"
27,저 오늘 극한직업 보고 왔거등요? 겁나 재미있어여 꼭 한번씩 보셔요!!! pic.twitter.com/WD4aPO85KW
28,애기마사는 자고 일어나야 내일 코하네 볼 수 있으니까 빨리 자야지! 하고 씩씩하게 10시취침 8시기상하는 착한 어린이였을 것 같은데 코하네는 베개맡에서 안 졸려요 자기 싫어요 히로마사 보고싶어요 하고 찡찡댔을듯 극한직업 텐구장로
29,"모처럼 쉬는 날이라 극한직업 영화 보고 나왔는데, 재밌네요. "
30,극한직업 영화 보고나왓는데 개웃김ㅋㅋㄱㄱㅋㅋㄹㅇ대사 하나하나 주옥같음 하 게다가 이하늬언니 개멋잇엇다 후반부에 맘뺏김 
31,극한직업 보러와써용 
32,"#MOVIE #극한직업 #시사회 
역시나.. 내장면부터 공황이... 하지만 개인적인 평은.... 넘 웃었다고 얘기할수 없자나....이자리가 감사했습니다~ pic.twitter.com/LkzNxTJy1X"
33,극한직업인가 말모이인가 아직도 정하지 못하였다
34,"1월 26일 영화가좋다
#신작업데이트 <헬보이><콜드체이싱>
#도도한영화  <챔피언스>
#소문의시작   <증인>
#원플러스원   <PMC:더벙커><공동경비구역JSA>
#친절한기리씨 <아쿠아맨>
#신들의전쟁** 충무로 웃음 맛집! - 
<극한직업> 이병헌 감독 **"
35,승무원 너무 극한 직업이라서 비행기 타면 정말 뭐 하나 달라기도 괜히 죄송스럽고...
36,"공명님 조아,,,공명님 나온다고해서 극한직업 보고왔는데 공명님 부분에서 빵빵 터질때면 괜히 기분이 넘 좋았다,,특히 마지막부분ㅋㅋㅋㅋㅋ pic.twitter.com/434eUodA4P"
37,가족이랑 극한직업 보러 왔어요 평일이라 그런지 사람 진짜 없다 pic.twitter.com/9dZLHHMxGO
38,"나중에 영화보려는데 뭘 볼까..
극한직업 볼까"
39,극한직업 되게 웃긴 거 같아서 보고 싶었는데 볼까? 생각들때마다 예전에 류승룡 아저씨가 여배우가 촬영장에 가져와야할 것들? 하니까 애교? 했던거 생각나서 보기 싫어짐
40,"[팝업무비]'극한직업', 100만 눈앞…'완벽한 타인' 기록까지 깨나
http://pop.heraldcorp.com/view.php?ud=201901250919237895259_1 …

#영화 #극한직업 #코미디 #완벽한타인 #내안의그놈 #박스오피스"
41,"어젯 밤에
극한직업 영화봤는데
현재 박스오피스1위 
*코미디*영화인데요
추천합니당^^~~
웃음 포인트들이 많이있어용ㅎㅎ

제가 주1회정도는 영화를보는데
가장최근 작품들중에선
창궐 도 메시지도괜찮았고 
극한직업 은 웃으러가보세요^^~~"
42,"극한직업 웃겨서 엄청 웃었는데 
 살짝 아쉬운 점은 큰 줄거리가 늘어져서
 좀 지루했다는 것"
43,"원고 답변서 읽을때는 피고가 잘못했네~ 피고 답변서 읽을때는 원고가 잘못했네~ 이러고있음. 그러니까 이세상은 양쪽 의견을 다 들어봐야하는것,,, 판사 극한직업이다 나는 결정장애라 못해,,,"
44,"영화 ‘극한직업’, 2일 연속 박스오피스 1위..2위 ‘말모이’-3위 ‘내안의 그놈’   / 브레이크뉴스  "
45,어제 극한직업 영화 봤는데..재밌어요 유쾌하고 그냥 진짜 코미디라 2시간 내내 웃었던
46,극한직업 재밌어용??
47,"(극한직업) 을 보았습니다. 감독의 유머코드가 있어서인지 영화 보며 빵빵 터졌네요~~

탄탄한 시나리오와 배우의 열연, 감독의 연출력이 영화를 재밌게 만드네요!!"
48,"[움짤] 아이즈원, 브이앱* 극한직업 어린이집 교사 체험 째욘이.. http://bit.ly/2T9b6mx "
49,"""양파도 썰고, 액션도 배우고""…'극한직업' 배우들의 특별한 이중고 #SBS연예뉴스 #스브스타 #SBSStar #극한직업  "
50,"극한직업 류승룡, ""마약반 반장·치킨집 사장… 코믹장르 촬영 내내 즐거웠다""
http://m.dt.co.kr/contents.html?article_no=2019012502102019040002 …"
51,극한직업 또 보고싶다ㅠㅠ..... 뭔가 보면 기분이 좋아지는 영화같어 ..... 유쾌해.....
52,양 부모님이 경상북도 사람인데다 일가친척 모두 경상북도에 사는 보수의 심장에 사는 다자녀 가정의 장녀 (모두가 슬픈눈으로 바라보는 극한직업
53,극한직업 재밌을려나 
54,"'극한직업', 개봉 이틀만 72만 돌파+1위..오늘 100만 돌파하나[美친box] http://tinyurl.com/y7vew5nh  #랭킹뉴스"
55,디자이너가 그나마 급여 쎈(ㅋㅋㅌㅋㅋ) 장래희망이라 이걸로 타협함ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 극한 직업군 선호....
56,"""너무 웃겨서 눈물 찔끔한다"" 역대급 후기로 이틀 연속 박스오피스 1위 차지한 영화 '극한직업' http://tinyurl.com/y7x3sup4  #랭킹뉴스"
57,다음주 수요일 영화 볼 생각임. 극한직업 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
58,극한직업 보러 옴
59,극한직업 보러 CGV 왔당....
60,"극한직업 영화보고 늨긴점
수원에 통닭머그러오세요"
61,와 극한직업 존잼 끝에서 너무 웃겨서 나오면서 엄마랑 계속 웃음 ㅠ큐ㅠㅠㅠㅠㅜ
62,"테드 창. 테드 창 새끼야, 창식이 말고 테드 창.

극한직업 (2019) | 테드 창 "
63,"190126 도다제
형아 영화 <극한직업> 홍보도 야무지게 하는 도영이ㅋㅋㅋ 지금은 바빠서 못보러가지만 서울콘 끝나자마자 가서 볼거라고 예매권도 준다고 같이 보러가고싶으면 충분히 말해달래 ㄱㅇㅇ pic.twitter.com/wfVKozazEw"
64,진짜 극한직업 꼭보세요 개웃겨 ㅋ ㅋ ㅋ ㅋ
65,"“극한직업”!!..
오글거리는 러브라인!..
갑분싸 눈물 쥐어짜기 감동코드!..
따위는 존재하지 않고! 처음부터 끝까지 찰진 대사와 상큼한 연기로 웃겨준다!!!..
500만 이상 무조건 본다.."
66,영화 '극한직업' 스틸. 
67,"이것은 킹덤 홍보인가 극한직업 홍보인가
연예가중계 인터뷰 #킹덤 

http://cfile6.uf.tistory.com/image/9949EF405C4C5C79226807 …"
68,와 극한직업 상영관 독점 개에바다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 스크롤을 넘겨도 잇음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 
69,극한직업 보고왔어요ㅎㅎ
70,"도영 : 서울에서 하는 콘서트가 끝나면 (극한직업)바로 보러 갈 거예요. 예매권을 준다고 하더라구요. 필요하신 분들, 저한테 얘기해주세요
재현 : 그걸 지금 얘기하나요~?!ㅋㅋㅋㅋㅋ pic.twitter.com/JwcFMdjQ6p"
71,"은서+토끼머리띠
HQ : https://youtu.be/YxZZm5AbOrk 
극한직업 민지띠....?

190113 #목동방송회관 #코바코홀
#우주소녀 #은서
#우주소녀_LALALOVE #목동팬싸 
#팬싸인회 #FanMeeting 
#WJSN #eunseo
#WJ_STAY #LALALOVE"
72,극한직업 17세..
73,"극한직업 영화 보고왓서요 끝나고나니 2시 반이 넘엇내 
여러분 극한직업 꼭보세요 개꿀잼임 ㅠㅠㅠㅠ진짜 영화보면서 계속 웃은건 몇년만인지 몰겟음 ㅠㅠㅋ ㅋ ㅋㅋㅋ ㅋ pic.twitter.com/GDm4N7fgT8"
74,"#봇의_봇_친구를_만나보자
#봇의_봇_친구들을_만나보자 

"" 야. 오늘 맥주 딸 사람 없어서 얼마나 힘들었는 줄 알아? ""

| 극한직업(2019) - 장 형사 비공식 수동봇

초록, 빨강. 아무거나 눌러. 흔적은 따름으로 찾아간다. pic.twitter.com/dWL8S0EbOl"
75,일 제대로 안하세요? 거의 이건 뭐 극한직업인데요? 덜 파여서 사복 못 입고 팬싸에서 전화번호 물어보는 포잇 안가져가고 뭐하셨나요ㅎㅎ pic.twitter.com/KK3DA4IsZE
76,오늘 난 극한직업을 보고왔고 이무배와 장실장에게 치여왔다. 내 인생은 정말 왜 이렇게 극한직업일까^.^.....젠ㄴ장.... pic.twitter.com/NAtZsy7QVw
77,"대한민국은 니가 먹으라고.

:: 극한직업, 이무배 "
78,"234만원. 오늘 하루 매출액이야. 과연 내가 몇 개의 테이블을 세팅하고 치웠을 거 같니?

| 극한직업(2019) - 장 형사 비공식 수동봇 pic.twitter.com/p6tvpuslaA"
79,"넌 왜 그렇게 말을 무섭게 하냐, 시발.

:: 극한직업. 이무배 비공식 수동봇 "
80,"190126 노량진 팬싸 프리뷰

극한직업: 민찬 홈

#베리베리 #VERIVERY #VERI_US #불러줘
#민찬 #홍민찬 #MINCHAN"
81,"영등포 대휘관에서 극한직업 보기!
대휘관 꾸며진 사진들 내가 특히 좋아하는 날만 쏙쏙! 정말 행복했습니다ㅠㅠ
영화보는 사람들이 완전 많았어요!들어가시면서 어? 대휘잖아 대휘 하시는데 내가 괜히 뿌듯해가지구.. o((*^▽^*))o
다들 이대휘관 오셔서 천국을 맛보세요
@leedaehwi_gall pic.twitter.com/iMAz7rWu9E"
82,"도영: 저희 형이 영화를 개봉했거든요
재현: 축하드립니다
도영: 극한직업이라고 잘될 것 같아요"
83,"도영: 도다제에 걸맞는지는 모르겠지만, 저희 형이 영화를 개봉했거든요 (재현: 축하드려요) 극한직업이라고~ 제가 봤을때 잘 될것같아요 ㅋㅋ 저도 너무 보고싶었는데 콘서트 준비때문에 바빠서 서울콘이 끝나면 바로 보러갈거예요 예매권 준대요 필요하시는분들 얘기하세요 저한테 ^^"
84,"도, 저희 형이 영화를 개봉햇거든요 극한직업이라고. 제가 봤을 때 잘될 거 같아요 ^^  

형이 예매권 준댓다고 필요한 사람 말하래 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
85,"“100만 관객 하루만에 벌써 200만..?!（°o°；）
#극한직업 개봉 4일만에 200만 관객 돌파!!

#흥행맛집 예매는 필수!
CGV https://goo.gl/nR5Ap3 
롯데시네마 https://goo.gl/sAUEQb 
메가박스 https://goo.gl/vyfkjV 

#어머니_흥행을_감당하실수_있겠냐고_물었습니다
#절찬상영중 pic.twitter.com/pGsqbeUNwl"
86,저 극한직업 무대인사갔어요ㅠㅜㅠㅜㅠㅠㅠ 이1동휘ㅠㅜㅜㅠ 
87,"극한직업 보세요
두번은 안보지만 한번은 볼만하다"
88,"공명님... 진짜 잘생기셨다 아니 사실 그냥 귀염상인절 알았는데 잘생기셨어ㅠㅠ 영화에서 너무 ㅋㅋㅋ철없다해야하나 귀엽고 웃기고 ㅋㅋㅋㅋㅋㅋㅋ 동휘오빠가 자기소개하고 마이크 넘겨서 대사쳐주는데 쌍으로 귀엽고ㅠ 난리 ㅠㅠ 그리구 진짜 뽀야시다... 부러움...

#극한직업 #공명 pic.twitter.com/jTbV6Y0Uk3"
89,"관객들의 사랑에 배우들 극한 팬서비스 대방출!!
#부산 으로 찾아간 #극한직업 무대인사 현장 (‘∀’●)♡

▼내일은 #대구 에서 만나요!!▼
CGV https://goo.gl/nR5Ap3 
롯데시네마 https://goo.gl/sAUEQb 
메가박스 https://goo.gl/vyfkjV 

#류승룡 #이하늬 #진선규 #이동휘 #공명 #이병헌감독 pic.twitter.com/7sLRUvOra4"
90,"2014 15년도와 작년, 그리고 올해 나온 영화들을 한국알탕영화들을 보면 여성의 비중이 눈에띄게 늘어났다는 생각이 든다 당장 애호박나오던 베테랑에서 장윤주 배우님이나 암살에서 전지현 배우님은 히로인이나 꽃 또는 악역 여자들과 싸우는 역할이였는데 이번 극한직업에서의 이하늬배우님은"
91,전업주부인 모임장이 자기놈편은 ㅇㅇㅇ남편으로 사는 거 극한직업이라고 푸념한다는 얘기도 나오는데 부인이 자기보다 돈 더 벌고 탈혼요구각 서면 극한직업 운운하는 너스레 소리가 나오겠냐? 이혼남 될 일 절대 없고 나 위해서 무급노동으로 부역할 여자 있다는 거 확신하니까 부리는 엄살이지.
92,"지금까지 이런 맛은 없었다
갈비인가 치킨인가
ㅋㅋㅋㅋㅋㅋㅋ
극한직업 막 완전 꿀잼까진 아닌데 
걍 볼만함 웃김
왜 장사 장사잘되냐고 왜 진심이냐고
하는거 개터지넼ㅋㅋㅋㅋ"
93,공띵나오는극한직업보러옴
94,앜ㅋㅋ ㅋ ㅋ ㅋ저 극한직업 봤은데 딘짜 너무 웃기고..ㅋ쿠ㅜㅜㅜ 영화 보면서 계속 웃었어욬ㅋ쿠ㅜㅜㅜ
95,극한직업 의외로 재밌어! 마지막에 영웅본색 노래 나오는것도 나쁘지않았고. 뭣보다 여성캐릭터가 다들 강하게 나와서 좋았음 ㅋㅋ
96,영화보러 나왔다가 말모이랑 극한직업 두 개 밖에 없어서 실패
97,"아니 이 주말에 어딜 나가려고 하냐고 엄빠가 번갈아가며 잔소리를 하길래 아나, 극한직업 오늘 저녁으로 둘이 예매 해줄테니까 가서 영화나 보라고 했더니 언제 그랬냐는듯 존나 나보고 왜 안 나가냐고 물어봄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 쩜오팡인들..."
98,"#_영화
오늘의 영화
극한직업"
99,극한직업 진짜 꼭 보세요. 생각없이 웃고나오기 너무 좋아요. 스토리야 늘 그렇지만 배우들의 캐릭터 소화력도 너무 좋고 궁합도 잘 맞아요. 영화 시작해서 끝날때까지 웃음이 멈추질 않아요ㅋㅋ 중간에 화장실 안가고 끝까지 본 거 되게 오랜만이네요ㅋㅋㅋ 완전 웃깁니다!! 강추해요!!!ㅋㅋ pic.twitter.com/8NfzmgpA6w
100,극한직업 보세요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 개꿀잼 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 존나 웃겨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 영화 보고 이렇게 많이 웃은 적 처음임 ㅋㅋㅋㅋㅋㅋㅋㅋ pic.twitter.com/RdKiGsUsCk
101,국머 진짜 극한직업이다
