,영화명,개봉일,매출액,관객수,스크린수,상영횟수,배급사,영화코드,장르,감독,기사수,배우,관객평점,링크,개봉이전_날짜,개봉이전_스크린수,개봉이전_상영횟수,개봉이전_매출액,개봉이전_관객수,개봉이전_누적매출액,개봉이전_누적관객수,개봉이전_순위,개봉1일_날짜,개봉1일_스크린수,개봉1일_상영횟수,개봉1일_매출액,개봉1일_관객수,개봉1일_누적매출액,개봉1일_누적관객수,개봉1일_순위,개봉2일_날짜,개봉2일_스크린수,개봉2일_상영횟수,개봉2일_매출액,개봉2일_관객수,개봉2일_누적매출액,개봉2일_누적관객수,개봉2일_순위,개봉3일_날짜,개봉3일_스크린수,개봉3일_상영횟수,개봉3일_매출액,개봉3일_관객수,개봉3일_누적매출액,개봉3일_누적관객수,개봉3일_순위,개봉4일_날짜,개봉4일_스크린수,개봉4일_상영횟수,개봉4일_매출액,개봉4일_관객수,개봉4일_누적매출액,개봉4일_누적관객수,개봉4일_순위,개봉5일_날짜,개봉5일_스크린수,개봉5일_상영횟수,개봉5일_매출액,개봉5일_관객수,개봉5일_누적매출액,개봉5일_누적관객수,개봉5일_순위,개봉6일_날짜,개봉6일_스크린수,개봉6일_상영횟수,개봉6일_매출액,개봉6일_관객수,개봉6일_누적매출액,개봉6일_누적관객수,개봉6일_순위,개봉7일_날짜,개봉7일_스크린수,개봉7일_상영횟수,개봉7일_매출액,개봉7일_관객수,개봉7일_누적매출액,개봉7일_누적관객수,개봉7일_순위,개봉8일_날짜,개봉8일_스크린수,개봉8일_상영횟수,개봉8일_매출액,개봉8일_관객수,개봉8일_누적매출액,개봉8일_누적관객수,개봉8일_순위,개봉9일_날짜,개봉9일_스크린수,개봉9일_상영횟수,개봉9일_매출액,개봉9일_관객수,개봉9일_누적매출액,개봉9일_누적관객수,개봉9일_순위,개봉10일_날짜,개봉10일_스크린수,개봉10일_상영횟수,개봉10일_매출액,개봉10일_관객수,개봉10일_누적매출액,개봉10일_누적관객수,개봉10일_순위,기대지수,노기대지수
124,"당신, 거기 있어줄래요",20161214,8999085248,1124815,767,39181,롯데쇼핑㈜롯데엔터테인먼트,20152371,판타지,홍지영,6878,김윤석|변요한|채서진|,8.68,https://movie.naver.com/movie/bi/mi/basic.nhn?code=145292,개봉이전,43,100,"145,765,000","18,045","145,765,000","18,045",,개봉1일(12/14),756,"3,559","677,051,000","92,278","822,816,000","110,323",2.0,개봉2일(12/15),764,"3,613","681,016,300","93,085","1,503,832,300","203,408",2.0,개봉3일(12/16),767,"3,707","853,190,115","104,379","2,357,022,415","307,787",2.0,개봉4일(12/17),729,"3,466","1,315,627,233","155,475","3,672,649,648","463,262",3.0,개봉5일(12/18),725,"3,356","1,265,304,300","148,496","4,937,953,948","611,758",3.0,개봉6일(12/19),710,"3,361","512,199,500","67,914","5,450,153,448","679,672",3.0,개봉7일(12/20),750,"3,346","528,342,200","71,928","5,978,495,648","751,600",3.0,개봉8일(12/21),640,"1,787","242,740,000","33,333","6,221,235,648","784,933",4.0,개봉9일(12/22),614,"1,757","217,245,200","29,017","6,438,480,848","813,950",5.0,개봉10일(12/23),647,"1,923","278,263,100","33,454","6,716,743,948","847,404",5.0,8363,874
125,오빠생각,20160121,8060591287,1069864,855,44801,(주)넥스트엔터테인먼트월드(NEW),20158483,드라마,이한,39124,임시완|고아성|,8.5,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136686,개봉이전,83,167,"211,116,000","24,951","211,116,000","24,951",,개봉1일(01/21),841,"4,150","571,183,100","78,467","782,299,100","103,418",1.0,개봉2일(01/22),851,"4,163","646,559,917","84,019","1,428,859,017","187,437",1.0,개봉3일(01/23),855,"4,121","1,328,269,714","168,534","2,757,128,731","355,971",2.0,개봉4일(01/24),840,"3,891","1,166,565,700","146,119","3,923,694,431","502,090",2.0,개봉5일(01/25),771,"3,637","423,133,400","57,761","4,346,827,831","559,851",1.0,개봉6일(01/26),788,"3,657","444,416,000","61,529","4,791,243,831","621,380",1.0,개봉7일(01/27),684,"2,951","441,099,200","75,302","5,232,343,031","696,682",1.0,개봉8일(01/28),490,"1,834","246,642,900","34,428","5,478,985,931","731,110",2.0,개봉9일(01/29),515,"1,915","283,074,460","37,166","5,762,060,391","768,276",2.0,개봉10일(01/30),534,"1,920","583,659,075","75,252","6,345,719,466","843,528",3.0,8257,1092
126,"날, 보러와요",20160407,8836144063,1063442,683,49237,메가박스중앙(주)플러스엠,20152782,미스터리,이철하,10263,강예원|이상윤|최진호|,7.26,https://movie.naver.com/movie/bi/mi/basic.nhn?code=140718,개봉이전,5,18,"29,655,000","4,541","29,655,000","4,541",,개봉1일(04/07),424,"2,067","323,237,000","42,192","352,892,000","46,733",1.0,개봉2일(04/08),510,"2,354","455,948,760","54,666","808,840,760","101,399",1.0,개봉3일(04/09),668,"2,996","960,781,863","112,368","1,769,622,623","213,767",1.0,개봉4일(04/10),683,"3,067","1,223,956,800","141,602","2,993,579,423","355,369",1.0,개봉5일(04/11),587,"2,905","451,080,400","57,611","3,444,659,823","412,980",1.0,개봉6일(04/12),622,"3,043","542,638,000","69,145","3,987,297,823","482,125",1.0,개봉7일(04/13),499,"2,214","890,569,800","103,250","4,877,867,623","585,375",4.0,개봉8일(04/14),457,"2,190","235,408,100","29,896","5,113,275,723","615,271",2.0,개봉9일(04/15),491,"2,302","342,768,951","40,145","5,456,044,674","655,416",2.0,개봉10일(04/16),535,"2,463","695,390,356","80,417","6,151,435,030","735,833",2.0,4353,392
127,"고산자, 대동여지도",20160907,7801007258,974262,765,38048,씨제이이앤엠(주),20159648,사극,강우석,6543,차승원|유준상|,7.22,https://movie.naver.com/movie/bi/mi/basic.nhn?code=133129,개봉이전,39,92,"161,798,000","20,623","161,798,000","20,623",,개봉1일(09/07),764,"3,137","216,150,500","29,603","377,948,500","50,226",2.0,개봉2일(09/08),765,"3,137","221,174,000","31,027","599,122,500","81,253",2.0,개봉3일(09/09),756,"3,142","321,037,338","40,824","920,159,838","122,077",2.0,개봉4일(09/10),679,"2,875","726,595,139","88,353","1,646,754,977","210,430",2.0,개봉5일(09/11),653,"2,733","739,392,520","90,110","2,386,147,497","300,540",2.0,개봉6일(09/12),633,"2,582","227,022,800","31,231","2,613,170,297","331,771",2.0,개봉7일(09/13),642,"2,259","313,230,700","42,212","2,926,400,997","373,983",2.0,개봉8일(09/14),508,"1,650","603,121,300","71,682","3,529,522,297","445,665",4.0,개봉9일(09/15),526,"1,662","928,987,900","108,964","4,458,510,197","554,629",4.0,개봉10일(09/16),536,"1,654","1,023,816,917","124,482","5,482,327,114","679,111",4.0,3583,625
128,좋아해줘,20160217,6572774337,848148,637,27125,씨제이이앤엠(주),20150977,멜로/로맨스,박현진,12343,이미연|최지우|김주혁|유아인|강하늘|이솜|,8.21,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136893,개봉이전,19,54,"94,250,000","11,969","94,250,000","11,969",,개봉1일(02/17),614,"2,540","545,910,500","73,132","640,160,500","85,101",3.0,개봉2일(02/18),618,"2,577","530,966,400","71,574","1,171,126,900","156,675",3.0,개봉3일(02/19),620,"2,613","602,169,279","76,361","1,773,296,179","233,036",3.0,개봉4일(02/20),634,"2,609","1,051,402,158","130,316","2,824,698,337","363,352",3.0,개봉5일(02/21),637,"2,502","926,098,600","114,651","3,750,796,937","478,003",4.0,개봉6일(02/22),588,"2,432","361,164,100","48,451","4,111,961,037","526,454",4.0,개봉7일(02/23),595,"2,395","354,346,300","47,616","4,466,307,337","574,070",4.0,개봉8일(02/24),465,"1,469","294,410,000","48,328","4,760,717,337","622,398",7.0,개봉9일(02/25),379,978,"173,208,800","22,937","4,933,926,137","645,335",7.0,개봉10일(02/26),386,972,"207,359,700","25,838","5,141,285,837","671,173",7.0,11032,1081
129,스플릿,20161109,6102712539,758195,702,32616,오퍼스픽쳐스,20163521,드라마,최국희,4978,유지태|이정현|이다윗|정성화|,8.99,https://movie.naver.com/movie/bi/mi/basic.nhn?code=146512,개봉이전,47,103,"164,774,000","20,583","164,774,000","20,583",,개봉1일(11/09),563,"2,551","252,358,900","33,686","417,132,900","54,269",3.0,개봉2일(11/10),615,"2,639","362,948,800","48,354","780,081,700","102,623",2.0,개봉3일(11/11),615,"2,765","596,478,669","71,942","1,376,560,369","174,565",2.0,개봉4일(11/12),690,"3,048","1,117,016,761","131,858","2,493,577,130","306,423",2.0,개봉5일(11/13),702,"3,039","1,135,695,200","132,996","3,629,272,330","439,419",2.0,개봉6일(11/14),656,"2,920","356,936,400","47,378","3,986,208,730","486,797",2.0,개봉7일(11/15),675,"2,893","317,796,000","42,629","4,304,004,730","529,426",2.0,개봉8일(11/16),449,"1,319","176,532,500","23,725","4,480,537,230","553,151",4.0,개봉9일(11/17),435,"1,166","154,002,000","20,976","4,634,539,230","574,127",4.0,개봉10일(11/18),470,"1,197","179,432,311","22,008","4,813,971,541","596,135",4.0,1700,237
130,국가대표 2,20160810,5482232042,709929,562,20689,메가박스중앙(주)플러스엠,20150968,드라마,김종현,34983,수애|오달수|오연서|,8.67,https://movie.naver.com/movie/bi/mi/basic.nhn?code=141824,개봉이전,29,173,"235,175,900","28,848","235,175,900","28,848",,개봉1일(08/10),562,"2,516","446,883,400","61,508","682,059,300","90,356",6.0,개봉2일(08/11),551,"2,326","388,249,800","53,531","1,070,309,100","143,887",6.0,개봉3일(08/12),541,"2,169","473,423,224","59,772","1,543,732,324","203,659",6.0,개봉4일(08/13),533,"1,734","795,600,718","99,196","2,339,333,042","302,855",6.0,개봉5일(08/14),521,"1,626","846,706,400","104,208","3,186,039,442","407,063",6.0,개봉6일(08/15),517,"1,551","827,888,200","103,809","4,013,927,642","510,872",6.0,개봉7일(08/16),488,"1,649","259,788,100","35,892","4,273,715,742","546,764",6.0,개봉8일(08/17),332,653,"113,867,000","15,866","4,387,582,742","562,630",8.0,개봉9일(08/18),321,616,"102,625,800","14,592","4,490,208,542","577,222",8.0,개봉10일(08/19),330,615,"122,338,100","15,577","4,612,546,642","592,799",8.0,7290,1289
131,그날의 분위기,20160114,5149571612,653287,592,27186,(주)쇼박스,20068576,멜로/로맨스,조규장,17341,문채원|유연석|,6.52,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62285,개봉이전,10,33,"61,229,000","7,519","61,229,000","7,519",,개봉1일(01/14),592,"2,854","511,107,000","67,607","572,336,000","75,126",2.0,개봉2일(01/15),575,"2,799","549,634,307","68,328","1,121,970,307","143,454",2.0,개봉3일(01/16),586,"2,645","913,962,805","111,188","2,035,933,112","254,642",3.0,개봉4일(01/17),563,"2,526","826,423,900","100,689","2,862,357,012","355,331",3.0,개봉5일(01/18),535,"2,415","327,205,400","43,069","3,189,562,412","398,400",2.0,개봉6일(01/19),532,"2,362","283,460,400","37,505","3,473,022,812","435,905",2.0,개봉7일(01/20),528,"2,361","298,717,300","39,483","3,771,740,112","475,388",2.0,개봉8일(01/21),355,"1,092","152,013,800","19,951","3,923,753,912","495,339",5.0,개봉9일(01/22),376,"1,121","173,997,500","21,592","4,097,751,412","516,931",5.0,개봉10일(01/23),394,"1,106","283,700,700","34,686","4,381,452,112","551,617",6.0,8071,1256
132,사냥,20160629,4912658515,645922,696,28862,롯데쇼핑㈜롯데엔터테인먼트,20154906,액션,이우철,50370,안성기|조진웅|한예리|권율|,6.15,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136899,개봉이전,10,20,"43,846,000","5,535","43,846,000","5,535",,개봉1일(06/29),696,"3,574","961,451,300","161,021","1,005,297,300","166,556",1.0,개봉2일(06/30),665,"3,614","512,203,900","68,190","1,517,501,200","234,746",2.0,개봉3일(07/01),691,"3,659","584,212,888","70,271","2,101,714,088","305,017",3.0,개봉4일(07/02),686,"3,572","1,088,806,627","127,520","3,190,520,715","432,537",3.0,개봉5일(07/03),656,"3,288","858,217,500","101,049","4,048,738,215","533,586",3.0,개봉6일(07/04),572,"2,966","252,253,400","33,716","4,300,991,615","567,302",3.0,개봉7일(07/05),571,"2,836","237,457,900","31,226","4,538,449,515","598,528",3.0,개봉8일(07/06),383,"1,042","80,368,200","10,613","4,618,817,715","609,141",5.0,개봉9일(07/07),344,868,"46,688,100","6,284","4,665,505,815","615,425",8.0,개봉10일(07/08),348,833,"56,641,500","6,847","4,722,147,315","622,272",8.0,5209,816
133,널 기다리며,20160310,5234303336,635235,551,33774,(주)넥스트엔터테인먼트월드(NEW),20145396,스릴러,모홍진,4296,심은경|윤제문|김성오|,7.59,https://movie.naver.com/movie/bi/mi/basic.nhn?code=124031,개봉이전,8,16,"29,486,000","3,662","29,486,000","3,662",,개봉1일(03/10),463,"2,292","322,557,500","41,956","352,043,500","45,618",2.0,개봉2일(03/11),470,"2,366","454,048,315","53,965","806,091,815","99,583",2.0,개봉3일(03/12),543,"2,507","907,316,945","106,137","1,713,408,760","205,720",4.0,개봉4일(03/13),551,"2,407","834,954,900","97,428","2,548,363,660","303,148",4.0,개봉5일(03/14),478,"2,308","279,311,300","35,889","2,827,674,960","339,037",1.0,개봉6일(03/15),482,"2,273","203,675,700","26,423","3,031,350,660","365,460",2.0,개봉7일(03/16),482,"2,265","208,268,000","27,027","3,239,618,660","392,487",4.0,개봉8일(03/17),466,"2,004","170,927,400","22,170","3,410,546,060","414,657",4.0,개봉9일(03/18),481,"2,100","253,308,661","30,291","3,663,854,721","444,948",4.0,개봉10일(03/19),491,"2,153","488,646,371","57,370","4,152,501,092","502,318",4.0,3993,397
134,가려진 시간,20161116,3946462400,510878,884,30404,(주)쇼박스,20154905,드라마,엄태화,9517,강동원|신은수|이효제|,8.45,https://movie.naver.com/movie/bi/mi/basic.nhn?code=141259,개봉이전,215,362,"164,812,100","19,152","164,812,100","19,152",,개봉1일(11/16),884,"4,004","520,694,500","71,077","685,506,600","90,229",2.0,개봉2일(11/17),872,"3,738","422,964,800","60,105","1,108,471,400","150,334",2.0,개봉3일(11/18),823,"3,523","411,542,353","52,002","1,520,013,753","202,336",2.0,개봉4일(11/19),714,"3,061","688,364,914","83,476","2,208,378,667","285,812",2.0,개봉5일(11/20),684,"2,807","602,888,600","72,639","2,811,267,267","358,451",3.0,개봉6일(11/21),656,"2,675","207,771,600","28,988","3,019,038,867","387,439",2.0,개봉7일(11/22),656,"2,611","203,408,000","28,081","3,222,446,867","415,520",2.0,개봉8일(11/23),632,"1,860","135,653,600","19,310","3,358,100,467","434,830",4.0,개봉9일(11/24),436,983,"71,325,200","10,262","3,429,425,667","445,092",4.0,개봉10일(11/25),441,990,"87,719,330","10,979","3,517,144,997","456,071",4.0,12208,1071
135,해어화,20160413,3768200759,485695,572,32322,롯데쇼핑㈜롯데엔터테인먼트,20145506,사극,박흥식,9053,한효주|유연석|천우희|박성웅|,8.0,https://movie.naver.com/movie/bi/mi/basic.nhn?code=120165,개봉이전,19,42,"61,525,000","7,841","61,525,000","7,841",,개봉1일(04/13),557,"2,525","589,150,300","74,087","650,675,300","81,928",5.0,개봉2일(04/14),546,"2,428","199,472,749","27,923","850,148,049","109,851",3.0,개봉3일(04/15),556,"2,536","225,645,374","28,624","1,075,793,423","138,475",4.0,개봉4일(04/16),572,"2,482","423,214,384","52,177","1,499,007,807","190,652",5.0,개봉5일(04/17),546,"2,417","424,191,800","52,752","1,923,199,607","243,404",5.0,개봉6일(04/18),529,"2,297","157,461,100","21,705","2,080,660,707","265,109",3.0,개봉7일(04/19),543,"2,269","152,196,000","20,954","2,232,856,707","286,063",2.0,개봉8일(04/20),496,"1,864","128,327,900","17,810","2,361,184,607","303,873",3.0,개봉9일(04/21),420,"1,575","134,709,700","18,627","2,495,894,307","322,500",4.0,개봉10일(04/22),431,"1,654","160,763,433","19,917","2,656,657,740","342,417",4.0,9015,8285
136,계춘할망,20160519,3600794348,482516,526,19644,(주)콘텐츠 난다긴다,20156559,가족,창,6959,윤여정|김고은|,8.78,https://movie.naver.com/movie/bi/mi/basic.nhn?code=132998,개봉이전,25,102,"118,655,000","15,115","118,655,000","15,115",,개봉1일(05/19),483,"1,813","206,218,900","28,793","324,873,900","43,908",2.0,개봉2일(05/20),515,"1,848","310,113,124","39,794","634,987,024","83,702",2.0,개봉3일(05/21),526,"1,649","529,505,824","66,163","1,164,492,848","149,865",4.0,개봉4일(05/22),524,"1,595","503,450,300","62,830","1,667,943,148","212,695",4.0,개봉5일(05/23),480,"1,785","179,986,600","24,821","1,847,929,748","237,516",2.0,개봉6일(05/24),499,"1,794","206,361,900","29,011","2,054,291,648","266,527",2.0,개봉7일(05/25),457,873,"125,907,000","21,438","2,180,198,648","287,965",4.0,개봉8일(05/26),441,876,"103,706,400","14,844","2,283,905,048","302,809",4.0,개봉9일(05/27),436,879,"136,616,900","17,946","2,420,521,948","320,755",4.0,개봉10일(05/28),389,769,"244,202,600","31,100","2,664,724,548","351,855",5.0,6385,658
137,"로봇, 소리",20160127,3519595560,476665,609,25502,롯데쇼핑㈜롯데엔터테인먼트,20157466,드라마,이호재,12118,이성민|이희준|이하늬|김원해|채수빈|심은경|,8.47,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136821,개봉이전,147,548,"302,522,100","36,250","302,522,100","36,250",,개봉1일(01/27),601,"2,607","309,466,700","52,321","611,988,800","88,571",3.0,개봉2일(01/28),609,"2,568","224,924,500","30,475","836,913,300","119,046",3.0,개봉3일(01/29),573,"2,488","260,720,371","33,754","1,097,633,671","152,800",4.0,개봉4일(01/30),580,"2,420","572,199,074","76,161","1,669,832,745","228,961",2.0,개봉5일(01/31),575,"2,286","523,607,100","69,800","2,193,439,845","298,761",2.0,개봉6일(02/01),516,"2,069","137,715,400","19,185","2,331,155,245","317,946",3.0,개봉7일(02/02),540,"2,054","125,803,200","17,114","2,456,958,445","335,060",4.0,개봉8일(02/03),316,784,"43,569,400","7,058","2,500,527,845","342,118",3.0,개봉9일(02/04),277,704,"45,623,400","7,318","2,546,151,245","349,436",5.0,개봉10일(02/05),295,762,"57,427,864","8,555","2,603,579,109","357,991",5.0,5859,777
138,위대한 소원,20160421,2440004213,308398,524,22769,(주)넥스트엔터테인먼트월드(NEW),20159641,코미디,남대중,3418,류덕환|김동영|안재홍|전노민|전미선|,7.85,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136687,개봉이전,445,"1,433","203,865,800","25,610","203,865,800","25,610",,개봉1일(04/21),521,"2,767","246,363,000","32,598","450,228,800","58,208",2.0,개봉2일(04/22),524,"2,798","288,503,967","35,538","738,732,767","93,746",2.0,개봉3일(04/23),524,"2,833","486,871,781","58,643","1,225,604,548","152,389",3.0,개봉4일(04/24),511,"2,691","421,088,600","50,584","1,646,693,148","202,973",3.0,개봉5일(04/25),472,"2,396","140,671,100","18,454","1,787,364,248","221,427",2.0,개봉6일(04/26),478,"2,404","141,094,600","18,518","1,928,458,848","239,945",2.0,개봉7일(04/27),380,735,"58,165,200","9,671","1,986,624,048","249,616",3.0,개봉8일(04/28),364,731,"48,015,900","6,432","2,034,639,948","256,048",4.0,개봉9일(04/29),370,739,"74,774,628","9,522","2,109,414,576","265,570",4.0,개봉10일(04/30),348,594,"90,190,137","11,159","2,199,604,713","276,729",4.0,3408,436
139,혼숨,20161026,2258422445,288016,498,14510,(주)프레인글로벌,20150564,공포(호러),이두환,584,류덕환|조복래|,7.41,https://movie.naver.com/movie/bi/mi/basic.nhn?code=145335,개봉이전,3,7,"11,362,000","1,450","11,362,000","1,450",,개봉1일(10/26),421,943,"205,311,000","32,837","216,673,000","34,287",3.0,개봉2일(10/27),440,"1,023","176,754,700","23,136","393,427,700","57,423",3.0,개봉3일(10/28),456,"1,106","246,452,700","29,867","639,880,400","87,290",3.0,개봉4일(10/29),490,"1,259","428,638,900","52,669","1,068,519,300","139,959",3.0,개봉5일(10/30),498,"1,265","352,158,200","42,689","1,420,677,500","182,648",3.0,개봉6일(10/31),438,"1,165","104,435,400","13,552","1,525,112,900","196,200",3.0,개봉7일(11/01),431,"1,131","86,308,100","11,197","1,611,421,000","207,397",3.0,개봉8일(11/02),412,"1,042","77,446,800","10,038","1,688,867,800","217,435",3.0,개봉9일(11/03),299,771,"56,454,100","7,318","1,745,321,900","224,753",4.0,개봉10일(11/04),311,815,"82,877,313","9,967","1,828,199,213","234,720",4.0,4178,477
140,비밀은 없다,20160623,2029410239,250829,502,14749,씨제이이앤엠(주),20140704,스릴러,이경미,46745,손예진|김주혁|,6.54,https://movie.naver.com/movie/bi/mi/basic.nhn?code=125802,개봉이전,9,22,"24,356,000","3,067","24,356,000","3,067",,개봉1일(06/23),463,"2,334","404,585,600","53,485","428,941,600","56,552",2.0,개봉2일(06/24),474,"2,323","372,690,283","44,302","801,631,883","100,854",5.0,개봉3일(06/25),502,"2,083","442,132,256","51,512","1,243,764,139","152,366",6.0,개봉4일(06/26),493,"1,954","356,135,200","41,340","1,599,899,339","193,706",6.0,개봉5일(06/27),435,"1,994","140,908,500","18,830","1,740,807,839","212,536",6.0,개봉6일(06/28),438,"1,922","132,382,200","17,817","1,873,190,039","230,353",6.0,개봉7일(06/29),269,492,"28,806,600","4,341","1,901,996,639","234,694",11.0,개봉8일(06/30),183,327,"17,320,900","2,277","1,919,317,539","236,971",13.0,개봉9일(07/01),159,278,"16,090,100","1,906","1,935,407,639","238,877",14.0,개봉10일(07/02),120,178,"16,804,800","2,009","1,952,212,439","240,886",17.0,3971,749
141,순정,20160224,1738293033,240484,467,10545,(주)리틀빅픽쳐스,20151021,드라마,이은희,43766,디오|김소현|연준석|이다윗|주다영|김지호|박해준|박용우|이대연|,8.8,https://movie.naver.com/movie/bi/mi/basic.nhn?code=139674,개봉이전,22,124,"206,212,800","24,445","206,212,800","24,445",,개봉1일(02/24),467,"1,702","347,464,800","56,244","553,677,600","80,689",6.0,개봉2일(02/25),435,"1,466","158,007,800","22,480","711,685,400","103,169",8.0,개봉3일(02/26),439,"1,421","144,228,862","19,805","855,914,262","122,974",8.0,개봉4일(02/27),442,"1,231","233,880,971","31,517","1,089,795,233","154,491",8.0,개봉5일(02/28),438,"1,124","218,019,700","28,467","1,307,814,933","182,958",7.0,개봉6일(02/29),390,"1,021","102,339,500","14,787","1,410,154,433","197,745",10.0,개봉7일(03/01),415,882,"204,024,100","26,085","1,614,178,533","223,830",8.0,개봉8일(03/02),335,684,"25,526,600","3,551","1,639,705,133","227,381",10.0,개봉9일(03/03),97,135,"12,922,900","1,659","1,652,628,033","229,040",15.0,개봉10일(03/04),99,144,"9,184,800","1,134","1,661,812,833","230,174",16.0,31698,2517
142,남과 여,20160225,1651122533,203775,449,9790,(주)쇼박스,20145502,멜로/로맨스,이윤기,8609,전도연|공유|,7.92,https://movie.naver.com/movie/bi/mi/basic.nhn?code=122133,개봉이전,14,29,"61,764,000","7,640","61,764,000","7,640",,개봉1일(02/25),424,"1,504","210,198,300","27,887","271,962,300","35,527",6.0,개봉2일(02/26),449,"1,464","230,222,262","27,744","502,184,562","63,271",6.0,개봉3일(02/27),440,"1,193","287,049,571","33,759","789,234,133","97,030",7.0,개봉4일(02/28),428,"1,081","221,547,100","26,351","1,010,781,233","123,381",8.0,개봉5일(02/29),418,"1,094","154,930,700","20,181","1,165,711,933","143,562",8.0,개봉6일(03/01),387,919,"200,689,300","24,060","1,366,401,233","167,622",9.0,개봉7일(03/02),390,"1,012","90,940,200","11,854","1,457,341,433","179,476",6.0,개봉8일(03/03),106,164,"21,307,900","2,906","1,478,649,333","182,382",12.0,개봉9일(03/04),107,169,"27,982,700","3,313","1,506,632,033","185,695",11.0,개봉10일(03/05),105,147,"33,929,100","3,937","1,540,561,133","189,632",12.0,10545,1234
143,대배우,20160330,1246200228,169984,474,16517,"(주)대명문화공장,(주)리틀빅픽쳐스",20150902,코미디,석민우,8264,오달수|윤제문|이경영|,5.77,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136824,개봉이전,11,18,"31,965,000","4,057","31,965,000","4,057",,개봉1일(03/30),466,"1,993","158,499,600","26,847","190,464,600","30,904",3.0,개봉2일(03/31),462,"2,092","140,267,000","19,465","330,731,600","50,369",3.0,개봉3일(04/01),469,"1,992","144,804,361","18,851","475,535,961","69,220",3.0,개봉4일(04/02),474,"2,082","227,082,967","28,327","702,618,928","97,547",3.0,개봉5일(04/03),472,"1,961","253,900,300","31,146","956,519,228","128,693",3.0,개봉6일(04/04),422,"1,663","71,411,800","10,064","1,027,931,028","138,757",3.0,개봉7일(04/05),433,"1,614","68,776,300","9,999","1,096,707,328","148,756",3.0,개봉8일(04/06),423,"1,372","57,610,400","8,035","1,154,317,728","156,791",4.0,개봉9일(04/07),189,344,"14,656,500","2,171","1,168,974,228","158,962",10.0,개봉10일(04/08),188,313,"15,052,400","2,165","1,184,026,628","161,127",10.0,2352,291
144,무서운 이야기 3 : 화성에서 온 소녀,20160601,784148500,97804,317,6407,롯데쇼핑㈜롯데엔터테인먼트,20158242,공포(호러),백승빈,2236,임슬옹|경수진|박정민|홍은희|차지연|,5.8,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144310,개봉이전,3,9,"19,181,000","2,389","19,181,000","2,389",,개봉1일(06/01),312,851,"91,668,000","11,958","110,849,000","14,347",5.0,개봉2일(06/02),305,802,"80,029,800","10,535","190,878,800","24,882",5.0,개봉3일(06/03),312,815,"88,259,600","10,674","279,138,400","35,556",6.0,개봉4일(06/04),317,755,"147,051,900","17,966","426,190,300","53,522",7.0,개봉5일(06/05),311,725,"141,037,400","17,139","567,227,700","70,661",7.0,개봉6일(06/06),306,667,"133,726,800","16,598","700,954,500","87,259",8.0,개봉7일(06/07),276,589,"25,803,000","3,400","726,757,500","90,659",7.0,개봉8일(06/08),258,539,"23,086,500","3,024","749,844,000","93,683",7.0,개봉9일(06/09),89,108,"3,450,000",453,"753,294,000","94,136",21.0,개봉10일(06/10),81,114,"4,631,000",535,"757,925,000","94,671",20.0,1951,696
145,걷기왕,20161020,710905075,95542,462,10476,CGV아트하우스,20151022,드라마,백승화,3451,심은경|박주희|,7.72,https://movie.naver.com/movie/bi/mi/basic.nhn?code=145804,개봉이전,366,905,"87,416,600","10,913","87,416,600","10,913",,개봉1일(10/20),437,"1,687","66,440,400","9,130","153,857,000","20,043",4.0,개봉2일(10/21),446,"1,656","82,080,534","10,572","235,937,534","30,615",5.0,개봉3일(10/22),460,"1,270","130,506,041","16,525","366,443,575","47,140",5.0,개봉4일(10/23),462,"1,163","120,495,800","15,066","486,939,375","62,206",5.0,개봉5일(10/24),390,"1,094","38,004,700","5,490","524,944,075","67,696",6.0,개봉6일(10/25),402,907,"32,824,800","4,732","557,768,875","72,428",6.0,개봉7일(10/26),146,202,"13,579,000","2,102","571,347,875","74,530",8.0,개봉8일(10/27),114,170,"7,397,500","1,116","578,745,375","75,646",11.0,개봉9일(10/28),117,194,"13,109,400","1,835","591,854,775","77,481",9.0,개봉10일(10/29),100,159,"19,437,700","2,545","611,292,475","80,026",10.0,1663,285
