,영화명,개봉일,매출액,관객수,스크린수,상영횟수,배급사,영화코드,장르,감독,기사수,배우,관객평점,링크,개봉이전_날짜,개봉이전_스크린수,개봉이전_상영횟수,개봉이전_매출액,개봉이전_관객수,개봉이전_누적매출액,개봉이전_누적관객수,개봉이전_순위,개봉1일_날짜,개봉1일_스크린수,개봉1일_상영횟수,개봉1일_매출액,개봉1일_관객수,개봉1일_누적매출액,개봉1일_누적관객수,개봉1일_순위,개봉2일_날짜,개봉2일_스크린수,개봉2일_상영횟수,개봉2일_매출액,개봉2일_관객수,개봉2일_누적매출액,개봉2일_누적관객수,개봉2일_순위,개봉3일_날짜,개봉3일_스크린수,개봉3일_상영횟수,개봉3일_매출액,개봉3일_관객수,개봉3일_누적매출액,개봉3일_누적관객수,개봉3일_순위,개봉4일_날짜,개봉4일_스크린수,개봉4일_상영횟수,개봉4일_매출액,개봉4일_관객수,개봉4일_누적매출액,개봉4일_누적관객수,개봉4일_순위,개봉5일_날짜,개봉5일_스크린수,개봉5일_상영횟수,개봉5일_매출액,개봉5일_관객수,개봉5일_누적매출액,개봉5일_누적관객수,개봉5일_순위,개봉6일_날짜,개봉6일_스크린수,개봉6일_상영횟수,개봉6일_매출액,개봉6일_관객수,개봉6일_누적매출액,개봉6일_누적관객수,개봉6일_순위,개봉7일_날짜,개봉7일_스크린수,개봉7일_상영횟수,개봉7일_매출액,개봉7일_관객수,개봉7일_누적매출액,개봉7일_누적관객수,개봉7일_순위,개봉8일_날짜,개봉8일_스크린수,개봉8일_상영횟수,개봉8일_매출액,개봉8일_관객수,개봉8일_누적매출액,개봉8일_누적관객수,개봉8일_순위,개봉9일_날짜,개봉9일_스크린수,개봉9일_상영횟수,개봉9일_매출액,개봉9일_관객수,개봉9일_누적매출액,개봉9일_누적관객수,개봉9일_순위,개봉10일_날짜,개봉10일_스크린수,개봉10일_상영횟수,개봉10일_매출액,개봉10일_관객수,개봉10일_누적매출액,개봉10일_누적관객수,개봉10일_순위,기대지수,노기대지수
146,엽기적인 그녀 2,20160512,594260900,77124,387,6132,(주)리틀빅픽쳐스,20143509,멜로/로맨스,조근식,9436,차태현|빅토리아|,2.83,https://movie.naver.com/movie/bi/mi/basic.nhn?code=128273,개봉이전,4,17,"18,931,000","2,408","18,931,000","2,408",,개봉1일(05/12),380,"1,082","113,785,400","15,373","132,716,400","17,781",4.0,개봉2일(05/13),386,"1,049","114,323,300","14,324","247,039,700","32,105",5.0,개봉3일(05/14),385,808,"112,856,500","13,498","359,896,200","45,603",6.0,개봉4일(05/15),380,734,"92,660,100","11,088","452,556,300","56,691",7.0,개봉5일(05/16),387,794,"36,187,000","5,207","488,743,300","61,898",6.0,개봉6일(05/17),345,710,"29,330,500","4,117","518,073,800","66,015",6.0,개봉7일(05/18),361,680,"29,204,600","4,114","547,278,400","70,129",6.0,개봉8일(05/19),29,35,"5,907,000","1,089","553,185,400","71,218",13.0,개봉9일(05/20),24,30,"2,076,000",285,"555,261,400","71,503",22.0,개봉10일(05/21),13,16,"1,758,000",282,"557,019,400","71,785",29.0,9148,17561
147,번개맨,20160211,517127000,69363,393,4644,씨네그루(주)키다리이엔티,20150903,판타지,조근현,1231,정현진|루나|,6.24,https://movie.naver.com/movie/bi/mi/basic.nhn?code=139699,개봉이전,5,16,"27,345,000","3,071","27,345,000","3,071",,개봉1일(02/11),362,774,"37,523,400","5,192","64,868,400","8,263",7.0,개봉2일(02/12),335,666,"32,394,700","4,235","97,263,100","12,498",9.0,개봉3일(02/13),393,860,"167,969,100","22,284","265,232,200","34,782",7.0,개봉4일(02/14),388,838,"141,057,900","18,584","406,290,100","53,366",7.0,개봉5일(02/15),282,452,"13,903,900","1,940","420,194,000","55,306",14.0,개봉6일(02/16),272,438,"17,505,500","2,580","437,699,500","57,886",12.0,개봉7일(02/17),110,121,"6,934,200","1,005","444,633,700","58,891",13.0,개봉8일(02/18),37,38,"3,858,000",619,"448,491,700","59,510",16.0,개봉9일(02/19),33,33,"3,592,000",487,"452,083,700","59,997",18.0,개봉10일(02/20),40,45,"13,092,300","1,719","465,176,000","61,716",12.0,998,388
148,올레,20160825,522938900,66883,338,5126,"(주)대명문화공장,(주)리틀빅픽쳐스",20150901,드라마,채두병,29095,신하균|박희순|오만석|유다인|,7.44,https://movie.naver.com/movie/bi/mi/basic.nhn?code=140730,개봉이전,7,19,"21,044,000","2,822","21,044,000","2,822",,개봉1일(08/25),338,899,"90,324,800","12,249","111,368,800","15,071",10.0,개봉2일(08/26),330,853,"87,244,200","10,609","198,613,000","25,680",10.0,개봉3일(08/27),336,691,"110,642,900","13,195","309,255,900","38,875",10.0,개봉4일(08/28),337,653,"95,968,500","11,483","405,224,400","50,358",10.0,개봉5일(08/29),309,668,"36,081,700","4,975","441,306,100","55,333",10.0,개봉6일(08/30),312,660,"40,979,700","5,778","482,285,800","61,111",10.0,개봉7일(08/31),114,167,"9,580,500","1,539","491,866,300","62,650",20.0,개봉8일(09/01),64,94,"7,553,000","1,152","499,419,300","63,802",21.0,개봉9일(09/02),60,90,"4,313,300",564,"503,732,600","64,366",27.0,개봉10일(09/03),58,83,"7,513,800",949,"511,246,400","65,315",28.0,1641,258
149,두 남자,20161130,459566121,60365,397,7199,씨네그루(주)키다리이엔티,20160472,범죄,이성태,54356,마동석|최민호|,6.0,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154366,개봉이전,11,23,"34,600,000","4,185","34,600,000","4,185",,개봉1일(11/30),397,"1,392","85,061,000","13,912","119,661,000","18,097",6.0,개봉2일(12/01),375,"1,268","55,066,400","7,456","174,727,400","25,553",6.0,개봉3일(12/02),397,"1,145","57,902,253","7,029","232,629,653","32,582",6.0,개봉4일(12/03),388,805,"78,895,168","9,040","311,524,821","41,622",7.0,개봉5일(12/04),372,769,"72,221,900","8,332","383,746,721","49,954",7.0,개봉6일(12/05),346,778,"28,089,800","3,844","411,836,521","53,798",7.0,개봉7일(12/06),335,770,"29,060,400","3,980","440,896,921","57,778",6.0,개봉8일(12/07),48,63,"2,773,000",418,"443,669,921","58,196",15.0,개봉9일(12/08),24,27,"1,432,500",234,"445,102,421","58,430",26.0,개봉10일(12/09),23,25,"7,433,200",903,"452,535,621","59,333",10.0,2504,257
150,목숨 건 연애,20161214,361668800,47805,393,5786,오퍼스픽쳐스,20155223,멜로/로맨스,송민규,6511,하지원|천정명|진백림|,4.31,https://movie.naver.com/movie/bi/mi/basic.nhn?code=142263,개봉이전,7,15,"25,584,000","3,279","25,584,000","3,279",,개봉1일(12/14),378,"1,099","53,470,500","7,489","79,054,500","10,768",7.0,개봉2일(12/15),393,998,"52,675,400","7,532","131,729,900","18,300",7.0,개봉3일(12/16),382,942,"50,470,000","6,514","182,199,900","24,814",9.0,개봉4일(12/17),356,685,"53,898,500","6,817","236,098,400","31,631",10.0,개봉5일(12/18),332,622,"48,652,600","6,019","284,751,000","37,650",10.0,개봉6일(12/19),314,686,"26,361,000","3,678","311,112,000","41,328",8.0,개봉7일(12/20),313,628,"24,903,800","3,515","336,015,800","44,843",10.0,개봉8일(12/21),24,30,"1,573,000",265,"337,588,800","45,108",27.0,개봉9일(12/22),14,14,"2,178,000",295,"339,766,800","45,403",25.0,개봉10일(12/23),5,5,"171,000",25,"339,937,800","45,428",58.0,4556,745
151,트릭,20160713,297957300,38262,390,5939,"(주)스톰픽쳐스코리아,(주)이수C&E",20158982,스릴러,이창열,8342,이정진|강예원|김태훈|,5.69,https://movie.naver.com/movie/bi/mi/basic.nhn?code=145414,개봉이전,7,13,"14,561,000","1,924","14,561,000","1,924",,개봉1일(07/13),390,"1,321","64,448,900","8,589","79,009,900","10,513",6.0,개봉2일(07/14),389,"1,153","41,754,100","5,719","120,764,000","16,232",6.0,개봉3일(07/15),373,916,"37,649,500","4,608","158,413,500","20,840",7.0,개봉4일(07/16),354,598,"43,212,000","5,189","201,625,500","26,029",8.0,개봉5일(07/17),340,539,"37,668,000","4,593","239,293,500","30,622",8.0,개봉6일(07/18),322,676,"23,408,900","3,108","262,702,400","33,730",7.0,개봉7일(07/19),335,681,"29,482,900","3,854","292,185,300","37,584",7.0,개봉8일(07/20),11,15,"321,000",50,"292,506,300","37,634",50.0,개봉9일(07/21),3,4,"142,000",18,"292,648,300","37,652",55.0,개봉10일(07/22),5,5,"308,000",41,"292,956,300","37,693",48.0,1335,345
152,대결,20160922,251176500,32278,366,5409,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",20162022,액션,신동엽,167636,,0.0,,개봉이전,4,8,"14,170,000","1,812","14,170,000","1,812",,개봉1일(09/22),353,"1,152","37,439,500","5,296","51,609,500","7,108",6.0,개봉2일(09/23),366,"1,113","42,362,600","5,371","93,972,100","12,479",8.0,개봉3일(09/24),358,724,"44,951,600","5,494","138,923,700","17,973",11.0,개봉4일(09/25),359,700,"43,438,300","5,297","182,362,000","23,270",10.0,개봉5일(09/26),334,831,"25,264,500","3,456","207,626,500","26,726",7.0,개봉6일(09/27),318,779,"20,610,500","2,909","228,237,000","29,635",11.0,개봉7일(09/28),48,59,"2,319,500",313,"230,556,500","29,948",25.0,개봉8일(09/29),1,1,"1,530,000",170,"232,086,500","30,118",37.0,개봉9일(09/30),5,6,"1,087,000",171,"233,173,500","30,289",35.0,개봉10일(10/01),2,3,"142,000",15,"233,315,500","30,304",79.0,0,0
153,인천상륙작전 : 익스텐디드 에디션(확장판),20160913,220051200,27070,122,1522,씨제이이앤엠(주),20160041,전쟁,이재한,349,이정재|이범수|리암 니슨|진세연|,6.68,https://movie.naver.com/movie/bi/mi/basic.nhn?code=153449,개봉이전,3,4,"3,933,000",549,"3,933,000",549,,개봉1일(09/13),81,161,"8,265,800","1,130","12,198,800","1,679",16.0,개봉2일(09/14),122,197,"30,935,000","3,589","43,133,800","5,268",14.0,개봉3일(09/15),119,178,"52,929,000","6,074","96,062,800","11,342",13.0,개봉4일(09/16),114,162,"49,522,100","5,980","145,584,900","17,322",13.0,개봉5일(09/17),108,153,"34,507,600","4,257","180,092,500","21,579",13.0,개봉6일(09/18),97,129,"18,612,200","2,278","198,704,700","23,857",14.0,개봉7일(09/19),99,171,"5,915,000",853,"204,619,700","24,710",10.0,개봉8일(09/20),95,158,"4,590,500",681,"209,210,200","25,391",11.0,개봉9일(09/21),69,99,"2,859,500",426,"212,069,700","25,817",21.0,개봉10일(09/22),23,24,"2,022,500",324,"214,092,200","26,141",28.0,39,11
154,히야,20160310,173844100,21687,124,1444,(주)라이크 콘텐츠,20161722,드라마,김지연,1749,안보현|호야|박철민|강성미|강민아|,8.43,https://movie.naver.com/movie/bi/mi/basic.nhn?code=129096,개봉이전,5,7,"12,322,000","1,507","12,322,000","1,507",,개봉1일(03/10),124,225,"15,027,800","2,034","27,349,800","3,541",13.0,개봉2일(03/11),124,224,"27,353,500","3,153","54,703,300","6,694",11.0,개봉3일(03/12),124,219,"44,533,800","5,634","99,237,100","12,328",11.0,개봉4일(03/13),121,195,"47,825,800","5,877","147,062,900","18,205",11.0,개봉5일(03/14),98,151,"5,156,100",699,"152,219,000","18,904",17.0,개봉6일(03/15),94,152,"5,009,000",683,"157,228,000","19,587",17.0,개봉7일(03/16),100,156,"5,815,600",789,"163,043,600","20,376",15.0,개봉8일(03/17),12,16,"769,500",96,"163,813,100","20,472",44.0,개봉9일(03/18),13,18,"2,319,500",261,"166,132,600","20,733",34.0,개봉10일(03/19),16,22,"3,000,500",371,"169,133,100","21,104",30.0,11575,328
155,무수단,20160303,126155400,15882,228,2422,오퍼스픽쳐스,20152541,미스터리,구모,3330,이지아|김민준|,3.06,https://movie.naver.com/movie/bi/mi/basic.nhn?code=137944,개봉이전,5,8,"13,967,000","1,496","13,967,000","1,496",,개봉1일(03/03),227,441,"16,110,500","2,179","30,077,500","3,675",13.0,개봉2일(03/04),227,437,"19,825,300","2,469","49,902,800","6,144",13.0,개봉3일(03/05),228,375,"31,013,200","3,862","80,916,000","10,006",13.0,개봉4일(03/06),213,325,"23,922,900","2,946","104,838,900","12,952",14.0,개봉5일(03/07),186,275,"6,972,500",958,"111,811,400","13,910",14.0,개봉6일(03/08),174,255,"6,153,000",852,"117,964,400","14,762",21.0,개봉7일(03/09),175,262,"7,025,000",951,"124,989,400","15,713",16.0,개봉8일(03/10),3,3,"81,000",10,"125,070,400","15,723",78.0,개봉9일(03/11),6,6,"282,000",48,"125,352,400","15,771",57.0,개봉10일(03/12),4,4,"138,000",25,"125,490,400","15,796",71.0,1271,631
156,택시운전사,20170802,95853645649,12186327,1906,184075,(주)쇼박스,20162869,드라마,장훈,30684,송강호|토마스 크레취만|유해진|류준열|,9.05,https://movie.naver.com/movie/bi/mi/basic.nhn?code=146469,개봉이전,83,477,"570,990,100","86,713","570,990,100","86,713",,개봉1일(08/02),"1,446","7,068","5,116,354,700","698,088","5,687,344,800","784,801",1.0,개봉2일(08/03),"1,553","7,293","4,825,521,000","651,779","10,512,865,800","1,436,580",1.0,개봉3일(08/04),"1,677","7,850","5,809,978,335","707,113","16,322,844,135","2,143,693",1.0,개봉4일(08/05),"1,827","8,699","9,280,365,401","1,123,443","25,603,209,536","3,267,136",1.0,개봉5일(08/06),"1,906","8,929","9,039,743,900","1,093,911","34,642,953,436","4,361,047",1.0,개봉6일(08/07),"1,745","8,569","4,175,562,100","562,755","38,818,515,536","4,923,802",1.0,개봉7일(08/08),"1,753","8,632","3,571,801,800","484,078","42,390,317,336","5,407,880",1.0,개봉8일(08/09),"1,446","6,654","2,979,664,700","404,935","45,369,982,036","5,812,815",1.0,개봉9일(08/10),"1,353","6,303","2,625,161,400","355,182","47,995,143,436","6,167,997",1.0,개봉10일(08/11),"1,356","6,436","3,152,911,028","382,042","51,148,054,464","6,550,039",1.0,45603,4812
157,신과함께-죄와 벌,20171220,68350496432,8539495,1912,91301,롯데쇼핑㈜롯데엔터테인먼트,20150976,판타지,김용화,18519,하정우|차태현|주지훈|김향기|김동욱|마동석|,7.84,https://movie.naver.com/movie/bi/mi/basic.nhn?code=85579,개봉이전,34,62,"127,032,200","16,199","127,032,200","16,199",,개봉1일(12/20),"1,538","6,818","2,984,150,800","406,365","3,111,183,000","422,564",1.0,개봉2일(12/21),"1,582","6,955","2,974,413,400","401,449","6,085,596,400","824,013",1.0,개봉3일(12/22),"1,653","7,458","4,062,412,398","497,810","10,148,008,798","1,321,823",1.0,개봉4일(12/23),"1,818","8,426","8,037,759,271","968,372","18,185,768,069","2,290,195",1.0,개봉5일(12/24),"1,887","8,801","10,584,623,400","1,268,537","28,770,391,469","3,558,732",1.0,개봉6일(12/25),"1,912","8,641","10,020,464,250","1,212,822","38,790,855,719","4,771,554",1.0,개봉7일(12/26),"1,662","7,816","3,195,369,100","430,026","41,986,224,819","5,201,580",1.0,개봉8일(12/27),"1,428","5,998","3,021,329,100","495,106","45,007,553,919","5,696,686",1.0,개봉9일(12/28),"1,505","6,547","2,803,729,600","377,807","47,811,283,519","6,074,493",1.0,개봉10일(12/29),"1,565","7,190","4,414,381,670","532,755","52,225,665,189","6,607,248",1.0,57194,7734
158,공조,20170118,63783051326,7817618,1392,142989,씨제이이앤엠(주),20151228,액션,김성훈,33457,현빈|유해진|김주혁|,8.27,https://movie.naver.com/movie/bi/mi/basic.nhn?code=142384,개봉이전,24,92,"126,501,300","14,606","126,501,300","14,606",,개봉1일(01/18),900,"4,126","1,145,130,100","151,845","1,271,631,400","166,451",2.0,개봉2일(01/19),918,"4,157","1,063,411,600","141,569","2,335,043,000","308,020",2.0,개봉3일(01/20),938,"4,217","1,350,950,693","160,116","3,685,993,693","468,136",2.0,개봉4일(01/21),976,"4,221","2,810,573,092","333,625","6,496,566,785","801,761",2.0,개봉5일(01/22),972,"4,120","2,967,913,800","352,228","9,464,480,585","1,153,989",2.0,개봉6일(01/23),928,"4,117","1,051,594,800","138,338","10,516,075,385","1,292,327",2.0,개봉7일(01/24),955,"4,177","1,022,534,750","135,694","11,538,610,135","1,428,021",2.0,개봉8일(01/25),987,"4,227","1,172,426,200","193,551","12,711,036,335","1,621,572",2.0,개봉9일(01/26),991,"4,491","1,830,307,900","238,425","14,541,344,235","1,859,997",1.0,개봉10일(01/27),"1,177","5,360","4,057,287,634","472,221","18,598,631,869","2,332,218",1.0,9879,1277
159,범죄도시,20171003,56318014149,6879841,1315,149334,"메가박스중앙(주)플러스엠,(주)키위미디어그룹",20172742,범죄,강윤성,35216,마동석|윤계상|,9.14,https://movie.naver.com/movie/bi/mi/basic.nhn?code=161242,개봉이전,35,156,"257,061,600","30,408","257,061,600","30,408",,개봉1일(10/03),600,"2,395","1,377,207,900","164,399","1,634,269,500","194,807",3.0,개봉2일(10/04),687,"2,464","1,737,787,900","206,458","3,372,057,400","401,265",3.0,개봉3일(10/05),871,"2,966","2,305,372,600","277,219","5,677,430,000","678,484",3.0,개봉4일(10/06),"1,007","3,460","2,764,014,054","333,298","8,441,444,054","1,011,782",2.0,개봉5일(10/07),"1,158","4,065","3,087,016,738","369,907","11,528,460,792","1,381,689",2.0,개봉6일(10/08),"1,315","4,545","3,573,605,100","425,472","15,102,065,892","1,807,161",1.0,개봉7일(10/09),"1,266","4,784","3,387,916,200","403,114","18,489,982,092","2,210,275",1.0,개봉8일(10/10),"1,020","4,689","1,342,148,600","178,322","19,832,130,692","2,388,597",1.0,개봉9일(10/11),"1,045","4,819","1,332,961,800","177,691","21,165,092,492","2,566,288",1.0,개봉10일(10/12),898,"3,841","1,176,894,500","155,478","22,341,986,992","2,721,766",1.0,7567,1129
160,군함도,20170726,50510565168,6592151,2027,108775,씨제이이앤엠(주),20161481,액션,류승완,27214,황정민|소지섭|송중기|이정현|김수안|,5.28,https://movie.naver.com/movie/bi/mi/basic.nhn?code=146506,개봉이전,34,98,"185,306,800","21,629","185,306,800","21,629",,개봉1일(07/26),"2,027","10,182","6,109,565,800","972,161","6,294,872,600","993,790",1.0,개봉2일(07/27),"1,962","10,219","4,121,166,500","559,467","10,416,039,100","1,553,257",1.0,개봉3일(07/28),"1,989","10,514","4,811,934,126","582,364","15,227,973,226","2,135,621",1.0,개봉4일(07/29),"2,020","10,815","8,437,357,914","1,016,790","23,665,331,140","3,152,411",1.0,개봉5일(07/30),"1,986","10,361","7,612,135,400","917,669","31,277,466,540","4,070,080",1.0,개봉6일(07/31),"1,841","9,730","3,478,438,000","468,140","34,755,904,540","4,538,220",1.0,개봉7일(08/01),"1,848","9,518","2,967,903,300","402,094","37,723,807,840","4,940,314",1.0,개봉8일(08/02),"1,109","4,924","1,826,982,300","248,200","39,550,790,140","5,188,514",2.0,개봉9일(08/03),"1,075","4,628","1,462,878,500","199,203","41,013,668,640","5,387,717",2.0,개봉10일(08/04),"1,018","4,273","1,539,234,185","187,684","42,552,902,825","5,575,401",2.0,97770,8642
161,청년경찰,20170809,44381150516,5653270,1102,118544,롯데쇼핑㈜롯데엔터테인먼트,20162442,액션,김주환,24506,박서준|강하늘|,8.33,https://movie.naver.com/movie/bi/mi/basic.nhn?code=153652,개봉이전,26,192,"307,337,100","36,656","307,337,100","36,656",,개봉1일(08/09),"1,102","5,954","2,252,747,600","308,298","2,560,084,700","344,954",2.0,개봉2일(08/10),"1,065","5,700","2,042,922,400","277,400","4,603,007,100","622,354",2.0,개봉3일(08/11),"1,046","5,598","2,474,991,162","304,102","7,077,998,262","926,456",2.0,개봉4일(08/12),"1,058","5,422","4,234,950,932","517,559","11,312,949,194","1,444,015",2.0,개봉5일(08/13),"1,037","5,263","4,144,184,100","504,156","15,457,133,294","1,948,171",2.0,개봉6일(08/14),"1,019","5,345","2,752,137,300","372,146","18,209,270,594","2,320,317",2.0,개봉7일(08/15),881,"3,938","3,358,409,900","415,335","21,567,680,494","2,735,652",3.0,개봉8일(08/16),823,"3,850","1,291,740,500","174,950","22,859,420,994","2,910,602",2.0,개봉9일(08/17),752,"3,371","1,087,120,600","147,050","23,946,541,594","3,057,652",2.0,개봉10일(08/18),813,"3,515","1,378,896,447","168,999","25,325,438,041","3,226,651",2.0,16419,2025
162,더 킹,20170118,43488814535,5317693,1310,107983,(주)넥스트엔터테인먼트월드(NEW),20151229,범죄,한재림,26041,조인성|정우성|배성우|김아중|류준열|,8.08,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144314,개봉이전,26,72,"134,384,000","14,012","134,384,000","14,012",,개봉1일(01/18),"1,125","5,364","2,197,763,200","288,966","2,332,147,200","302,978",1.0,개봉2일(01/19),"1,147","5,395","1,810,239,800","238,039","4,142,387,000","541,017",1.0,개봉3일(01/20),"1,188","5,615","2,235,092,100","261,528","6,377,479,100","802,545",1.0,개봉4일(01/21),"1,310","6,092","4,490,105,729","524,841","10,867,584,829","1,327,386",1.0,개봉5일(01/22),"1,289","5,913","4,504,282,600","525,513","15,371,867,429","1,852,899",1.0,개봉6일(01/23),"1,169","5,524","1,243,052,400","163,491","16,614,919,829","2,016,390",1.0,개봉7일(01/24),"1,181","5,500","1,189,158,900","156,749","17,804,078,729","2,173,139",1.0,개봉8일(01/25),"1,071","4,658","1,204,847,600","199,750","19,008,926,329","2,372,889",1.0,개봉9일(01/26),"1,046","4,860","1,642,336,400","212,532","20,651,262,729","2,585,421",2.0,개봉10일(01/27),"1,118","5,067","2,826,186,112","326,785","23,477,448,841","2,912,206",2.0,17679,2089
163,꾼,20171122,31312029795,4018035,1314,117398,(주)쇼박스,20165748,범죄,장창원,14127,현빈|유지태|배성우|박성웅|나나|안세하|,7.64,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152385,개봉이전,49,189,"333,622,300","38,739","333,622,300","38,739",,개봉1일(11/22),"1,195","6,295","1,564,888,600","213,172","1,898,510,900","251,911",1.0,개봉2일(11/23),"1,210","6,393","1,641,943,500","224,945","3,540,454,400","476,856",1.0,개봉3일(11/24),"1,253","6,666","2,115,161,898","263,452","5,655,616,298","740,308",1.0,개봉4일(11/25),"1,314","7,329","3,913,018,050","474,990","9,568,634,348","1,215,298",1.0,개봉5일(11/26),"1,294","7,208","3,916,372,500","473,846","13,485,006,848","1,689,144",1.0,개봉6일(11/27),"1,249","6,743","1,174,266,500","159,897","14,659,273,348","1,849,041",1.0,개봉7일(11/28),"1,275","6,715","1,085,874,200","149,371","15,745,147,548","1,998,412",1.0,개봉8일(11/29),"1,008","4,614","1,175,320,600","201,523","16,920,468,148","2,199,935",1.0,개봉9일(11/30),944,"4,456","898,433,200","124,399","17,818,901,348","2,324,334",1.0,개봉10일(12/01),981,"4,734","1,152,412,273","141,883","18,971,313,621","2,466,217",1.0,6730,1063
164,강철비,20171214,31994897566,4014293,1426,66760,(주)넥스트엔터테인먼트월드(NEW),20170402,액션,양우석,11193,정우성|곽도원|,8.35,https://movie.naver.com/movie/bi/mi/basic.nhn?code=155665,개봉이전,41,99,"133,068,700","16,112","133,068,700","16,112",,개봉1일(12/14),"1,259","5,247","1,711,379,500","236,952","1,844,448,200","253,064",1.0,개봉2일(12/15),"1,276","5,455","2,318,547,610","288,951","4,162,995,810","542,015",1.0,개봉3일(12/16),"1,419","6,102","4,481,554,006","539,301","8,644,549,816","1,081,316",1.0,개봉4일(12/17),"1,426","6,152","4,689,844,200","563,824","13,334,394,016","1,645,140",1.0,개봉5일(12/18),"1,332","5,841","1,744,647,900","235,668","15,079,041,916","1,880,808",1.0,개봉6일(12/19),"1,390","5,934","1,695,385,850","230,227","16,774,427,766","2,111,035",1.0,개봉7일(12/20),988,"3,643","1,055,543,000","142,017","17,829,970,766","2,253,052",2.0,개봉8일(12/21),944,"3,477","902,201,700","122,170","18,732,172,466","2,375,222",2.0,개봉9일(12/22),"1,005","3,689","1,195,700,446","146,049","19,927,872,912","2,521,271",2.0,개봉10일(12/23),970,"3,564","2,279,807,110","273,400","22,207,680,022","2,794,671",2.0,5965,1474
